Time (milliseconds),ax,ay,az,light,mx,my,mz,sound,temp
126138,-56,804,-1492,0,25.35,-62.1,-216.3,56,28
126218,-24,44,-972,0,9.15,-73.65,-219.6,41,28
126368,380,928,-748,0,-2.55,-80.7,-216.15,30,28
126450,1796,1128,-940,0,-9.15,-73.35,-188.7,48,28
126598,92,448,-1032,0,-18,-71.1,-203.1,108,28
126852,-356,684,-828,0,-25.5,-53.85,-200.4,45,28
126890,24,508,-976,0,-31.2,-56.25,-193.2,56,28
127036,0,80,-936,0,-30.75,-53.85,-198,52,28
127198,-20,236,-832,0,-30,-50.25,-199.5,56,28
127232,0,192,-940,0,-30.45,-53.85,-204.15,33,28
127382,-28,96,-936,0,-30.15,-54.45,-204.3,48,28
127474,96,292,-1028,0,-29.55,-56.55,-203.4,41,28
127635,-56,64,-984,0,-30.75,-53.25,-203.85,48,28
127797,12,84,-928,0,-33.75,-57,-205.05,71,28
127830,180,332,-940,0,-36.45,-59.1,-205.2,82,28
127981,100,416,-964,0,-36.75,-61.05,-206.4,71,28
128142,92,336,-1096,0,-36.6,-64.5,-205.5,48,28
128174,768,640,-1120,0,-42.3,-78.3,-216.75,52,28
128326,340,792,-476,0,-46.8,-98.4,-234.6,52,28
128488,-88,596,-296,0,-32.7,-83.7,-221.4,82,28
128522,-412,472,-420,0,-17.1,-41.4,-211.65,63,28
128672,-440,-360,-816,0,-10.65,-21.75,-224.85,52,28
128833,-596,-224,-676,0,-12.3,-31.95,-213.9,33,28
128866,44,1316,-504,0,-24.45,-73.35,-216.3,48,28
129018,-228,1824,-588,0,-27.45,-79.5,-218.7,48,28
129179,-100,212,-768,0,-36.9,-13.2,-232.95,48,28
129214,-244,-776,-588,0,-36,-10.35,-239.4,33,28
129363,-312,-672,-652,0,-36.3,-9.45,-242.55,45,28
129414,-144,-744,-600,0,-36.6,-9.6,-240.6,18,28
129571,-104,-600,-476,0,-39.15,-9.9,-239.55,26,28
129634,-176,-536,-908,0,-37.35,-10.35,-238.35,33,28
129801,-312,-604,-916,0,-36.3,-10.95,-237.15,165,28
129962,-180,-972,-580,0,-37.8,-11.7,-233.55,60,28
129994,-240,-552,-724,0,-37.8,-9.15,-229.65,45,28
130147,-372,-500,-788,0,-39,-10.65,-229.05,45,28
130308,88,-276,-856,0,-43.95,-16.5,-219.3,45,28
130342,192,-252,-840,0,-44.4,-21.15,-214.05,37,28
130492,116,-540,-796,0,-45.15,-28.05,-212.4,30,28
130654,-280,-436,-1284,0,-43.35,-48.15,-205.05,26,28
130686,-32,124,-736,0,-47.4,-63.45,-208.2,18,28
130840,104,1180,-728,0,-51.15,-89.1,-219,52,28
131022,-32,1572,-316,0,-56.1,-120.15,-247.2,45,28
131058,-108,1268,-648,0,-46.65,-118.05,-232.5,45,28
131206,-148,1208,-844,0,-36.45,-93.6,-211.35,41,28
131368,-124,1248,-556,0,-42.6,-115.35,-228.9,45,28
131402,-216,960,-228,0,-46.35,-126.9,-245.55,52,28
131598,96,1412,160,0,-51.15,-138.3,-266.4,33,28
131634,232,852,-364,0,-51,-132.6,-251.55,33,28
131782,-252,788,-676,0,-47.25,-120.9,-234.45,26,28
131944,280,1620,-264,0,-49.05,-135.3,-252.15,26,28
131978,-12,808,-236,0,-39.75,-121.35,-229.65,45,28
132128,-908,-596,-404,0,-25.5,-109.8,-214.65,146,28
132289,-204,816,-604,0,-43.65,-103.05,-217.35,26,28
132334,48,1076,-884,0,-46.8,-88.35,-210.6,45,28
132497,-280,20,-792,0,-41.7,-57.15,-210.6,52,28
132660,-180,392,-988,0,-47.25,-62.55,-230.25,101,28
132690,1268,-1944,-572,0,-37.2,-95.4,-226.95,67,28
132842,436,1012,-1620,0,-44.7,-85.35,-223.35,48,28
133027,116,1080,-628,0,-41.1,-62.55,-265.65,105,28
133062,68,556,-1380,0,-69,8.25,-280.2,183,28
133211,-240,-128,-1488,0,-69.15,16.8,-267,41,28
133262,-64,580,-788,0,-75.3,7.95,-270,48,28
133418,116,812,-700,0,-78.3,4.2,-273.75,37,28
133498,-160,804,-832,0,-79.05,9,-271.95,33,28
133649,-116,380,-876,0,-78.3,18.6,-268.95,30,28
133810,-12,244,-932,0,-78.15,30.45,-265.65,22,28
133842,-64,156,-948,0,-78.6,33.45,-265.95,22,28
133994,-64,236,-980,0,-80.25,30.45,-265.35,26,28
134086,120,476,-816,0,-80.55,15,-269.55,33,28
134248,104,564,-820,0,-78.9,-0.6,-281.1,41,28
134411,0,688,-664,0,-82.2,-12.15,-295.5,45,28
134442,60,1020,-480,0,-82.95,-15.3,-300.15,33,28
134593,-76,908,-552,0,-80.4,-15.75,-298.95,37,28
134778,-116,1012,-344,0,-77.25,-11.85,-292.8,41,28
134822,-28,1292,-728,0,-72.9,-4.05,-282.75,41,28
134985,-112,644,-932,0,-70.35,11.1,-271.2,22,28
135146,-264,668,-568,0,-65.1,-1.95,-275.85,37,28
135178,-308,700,-716,0,-63.6,-3.9,-276.45,26,28
135331,-308,336,-1000,0,-64.65,11.1,-267.9,37,28
135492,-36,712,-824,0,-72.6,18.9,-270.75,22,28
135542,12,860,-596,0,-81,-7.95,-295.95,18,28
135699,284,500,-176,0,-83.25,-22.35,-316.8,37,28
135860,-468,744,-780,0,-68.25,-13.2,-292.8,56,28
135894,-548,208,-428,0,-70.65,-2.85,-285.9,52,28
136045,-500,1192,-984,0,-68.55,0.6,-279.15,60,28
136206,-1788,876,-536,0,-56.4,19.95,-240.3,97,28
136245,196,-1828,-1564,0,126.75,-16.8,-147,93,28
136390,640,400,-832,0,125.1,-0.3,-150.6,82,28
136552,1332,-912,-1476,0,67.95,63.75,-221.1,86,28
136590,44,552,-828,0,82.2,43.2,-244.35,52,28
136736,4,600,-684,0,56.25,44.55,-263.1,41,28
136897,-156,260,-916,0,36.6,30.6,-280.2,45,28
136938,-140,252,-960,0,16.8,2.1,-293.85,41,28
137105,72,712,-344,0,1.35,1.35,-291.6,97,28
137138,-48,1828,-284,0,-40.2,23.7,-276.15,60,28
137289,108,1060,-1716,0,-48.45,49.65,-272.1,67,28
137338,-432,-220,-1060,0,-49.05,65.85,-238.65,48,28
137496,-168,444,-872,0,-57.9,65.7,-264.45,78,28
137566,-128,724,-832,0,-61.05,54.9,-260.1,52,28
137727,-288,388,-924,0,-61.95,56.55,-259.5,26,28
137798,-368,412,-920,0,-61.2,57.15,-260.4,22,28
137959,-80,88,-344,0,-58.05,55.95,-263.55,22,28
138030,-276,668,-200,0,-46.5,55.65,-264.15,37,28
138188,-776,636,-340,0,-31.05,67.65,-262.95,52,28
138230,-876,1552,-1100,0,-21.9,85.65,-268.35,45,28
138395,-736,36,-848,0,-21.3,79.05,-264.75,26,28
138478,-820,364,-640,0,-21,80.1,-264.9,30,28
138625,-772,324,-656,0,-21.6,79.35,-264,7,28
138787,-964,284,-340,0,-24,74.55,-262.5,41,28
138822,-948,428,-252,0,-24.15,70.5,-261.3,41,28
138971,-740,684,-544,0,-12.45,63,-261.75,52,28
139132,-420,632,-1244,0,10.65,57.45,-262.95,63,28
139166,-1264,-48,-388,0,15.6,55.8,-268.95,48,28
139316,-1072,224,-308,0,19.95,48.9,-279.6,56,28
139478,-844,336,-508,0,24.15,54.15,-284.25,56,28
139510,-968,744,-748,0,23.85,63.9,-283.65,56,28
139664,-900,452,-684,0,18.9,66,-276.75,60,28
139823,-772,1056,-688,0,-5.7,51.9,-269.1,60,28
139858,-784,720,-472,0,-32.25,40.35,-290.4,52,28
140008,-928,204,-244,0,-45.3,41.1,-300.9,45,28
140169,-936,184,-68,0,-43.5,46.65,-294.45,48,28
140202,-1072,104,20,0,-29.25,51.6,-285.45,45,28
140353,-1056,532,-392,0,-0.3,53.1,-278.1,48,28
140515,-1200,-1304,-680,0,28.8,46.05,-289.2,67,28
140546,-1000,260,-36,0,33,49.95,-292.95,56,28
140699,-1000,180,-188,0,34.2,53.85,-294.15,52,28
140746,-1036,128,-184,0,34.2,54.6,-296.7,48,28
140906,-1024,120,-164,0,35.7,55.8,-297.3,37,28
140958,-1024,176,-220,0,35.4,56.55,-297,18,28
141114,-1032,148,-188,0,34.8,59.55,-297.75,37,28
141275,-1036,32,-152,0,36.3,63.15,-299.55,22,28
141483,-1056,40,-136,0,37.05,64.35,-302.55,22,28
141516,-1036,-4,-112,0,37.65,64.8,-303,41,28
141667,-1064,64,-92,0,37.8,64.05,-304.95,22,28
141828,-1032,44,-76,0,37.2,64.35,-306.3,45,28
141862,-1024,8,-40,0,37.8,63.45,-310.95,33,28
142012,-1048,100,0,0,38.85,61.8,-315.3,45,28
142174,-2040,44,592,0,136.2,54.75,-331.2,37,28
142226,-996,192,244,0,136.5,52.5,-340.35,41,28
142381,-952,424,88,0,138.75,53.55,-342.9,18,28
142426,-1012,272,304,0,148.95,52.65,-338.7,41,28
142588,-1012,148,264,0,148.95,54,-335.1,41,28
143003,-1060,200,16,0,148.8,59.4,-312.75,48,28
143050,-1064,88,16,0,148.35,62.55,-310.2,45,28
143210,-1044,-24,20,0,148.65,63.15,-309.45,60,28
143250,-1076,24,32,0,148.35,64.05,-308.55,52,28
143418,-1040,80,-12,0,148.2,60.6,-306.15,41,28
143460,-1056,176,-80,0,148.35,59.25,-305.25,56,28
143625,-992,84,-56,0,147.75,59.55,-303.9,48,28
143706,-1068,124,-16,0,147.3,58.8,-304.8,56,28
143855,-1048,88,-28,0,147.9,58.05,-305.85,52,28
144017,-1040,76,-12,0,147.6,57.75,-308.85,60,28
144050,-1028,164,24,0,148.8,58.05,-312,52,28
144201,-1052,160,40,0,149.7,57.6,-316.65,48,28
144363,-1048,52,116,0,150,59.85,-322.2,86,28
144394,-988,120,224,0,151.5,60.15,-325.35,82,28
144547,-1032,48,208,0,150.15,61.65,-328.5,63,28
144602,-1020,96,184,0,150.6,63.45,-330.9,60,28
144754,-1044,-24,236,0,151.05,65.7,-333,67,28
144915,-1236,-152,208,0,148.8,76.95,-336.45,33,28
144966,-904,-204,112,0,143.25,82.65,-340.35,37,28
145123,-892,292,572,0,140.85,77.85,-335.1,26,28
145284,-712,-144,-328,0,138.45,38.25,-320.1,86,28
145320,-1088,884,420,0,224.4,33.6,-236.55,153,28
145468,-1232,148,248,0,225.9,31.05,-234.3,45,28
145630,-948,1076,-448,0,219.45,22.2,-236.7,71,28
145662,-908,652,136,0,196.95,20.85,-206.55,67,28
145814,-648,260,-44,0,175.95,16.65,-206.1,75,28
145862,-48,-224,-228,0,159.15,20.25,-221.55,93,28
146021,-1312,256,-56,0,152.25,24,-222.9,18,28
146182,-812,156,-536,0,159.75,34.65,-209.4,37,28
146214,-804,352,-496,0,163.5,38.7,-209.55,33,28
146367,-920,252,-524,0,162.9,38.55,-211.8,22,28
146528,-1032,616,-260,0,165.45,31.65,-221.85,33,28
146562,-908,464,-600,0,167.85,22.8,-226.95,30,28
146712,-736,768,-316,0,164.85,13.5,-239.1,37,28
146874,-596,840,-640,0,160.35,10.65,-240.15,30,28
146906,-776,240,-96,0,155.7,15.9,-237.15,33,28
147060,-804,512,-268,0,154.05,20.85,-234.15,22,28
147219,-1020,256,-476,0,154.5,24.45,-230.7,30,28
147254,-708,660,-432,0,155.25,20.55,-232.95,37,28
147404,-876,676,-512,0,156,17.55,-236.7,30,28
147462,-900,200,-344,0,156.45,21.9,-230.55,18,28
147611,-984,344,-500,0,157.35,26.25,-224.25,22,28
147694,-816,280,-520,0,156.3,34.95,-218.85,30,28
147841,-776,228,-332,0,156.6,29.1,-223.2,63,28
148003,-884,516,-564,0,158.85,25.65,-227.55,22,28
148035,-1056,396,-56,0,159.9,24.45,-232.8,26,28
148187,-1132,700,-104,0,160.2,10.5,-257.7,33,28
148348,-1012,1252,224,0,157.8,2.25,-313.8,37,28
148382,-936,776,404,0,155.1,10.35,-335.55,22,28
148532,-896,672,480,0,151.65,15.45,-343.05,30,28
148582,-660,388,540,0,151.5,19.2,-343.95,15,28
148743,-560,460,372,0,150.6,23.7,-348.15,22,28
148810,-404,420,424,0,149.85,27.9,-354,18,28
148970,-364,592,412,0,147,30.15,-358.35,33,28
149247,-256,464,876,0,136.05,26.7,-365.55,30,28
149294,-424,428,976,0,133.65,25.65,-364.95,45,28
149454,-360,404,848,0,130.35,24.6,-364.65,22,28
149546,-144,528,800,0,127.05,24.3,-366.3,22,28
149708,-72,588,704,0,125.55,24,-367.2,26,28
149869,-28,732,660,0,125.25,25.95,-370.8,63,28
149922,0,592,780,0,126.15,26.4,-371.4,56,28
150076,-80,796,816,0,127.35,26.25,-372.75,41,28
150238,-124,464,904,0,127.95,24.75,-373.35,48,28
150270,-80,432,900,0,128.25,24,-373.8,41,28
150422,-88,560,820,0,126.9,25.2,-374.85,33,28
150583,-8,524,784,0,123.6,25.2,-376.2,48,28
150634,4,504,948,0,123.3,24.9,-375.75,30,28
150790,188,468,864,0,121.95,23.4,-376.05,26,28
150952,168,588,980,0,121.05,22.65,-374.85,22,28
150986,136,416,856,0,120.75,21,-374.1,30,28
151136,172,484,892,0,120.6,19.65,-373.5,7,28
151297,200,568,804,0,120.75,18,-371.25,41,28
151338,204,816,692,0,120.9,17.55,-369.6,33,28
151505,-16,912,644,0,119.55,15.15,-366.75,45,28
151538,184,676,676,0,119.7,13.05,-364.5,30,28
151689,120,896,612,0,118.8,13.65,-363.9,60,28
152058,148,504,808,0,115.65,20.55,-373.35,41,28
152106,176,568,832,0,117.15,24.6,-375.75,26,28
152265,252,700,852,0,117.3,22.95,-374.85,52,28
152426,188,556,812,0,117.15,21.75,-375.15,18,28
152458,180,380,808,0,116.55,23.25,-375.45,22,28
152611,220,484,848,0,118.05,25.35,-377.7,30,28
152676,292,496,1080,0,119.55,26.7,-378.6,63,28
152841,64,408,860,0,119.1,27.3,-377.55,33,28
153002,124,416,940,0,121.05,29.4,-378.9,52,28
153034,192,344,984,0,120.9,29.7,-378.9,56,28
153187,88,400,936,0,120.15,29.1,-378.3,22,28
153578,112,456,940,0,121.05,25.35,-377.55,56,28
153626,72,376,936,0,122.55,25.5,-377.7,41,28
153786,104,372,880,0,122.25,26.85,-377.85,45,28
153826,72,352,928,0,124.95,26.4,-378.15,22,28
153993,64,404,912,0,125.1,27.75,-377.55,18,28
154201,36,344,988,0,125.55,29.7,-378.75,30,28
154250,36,324,996,0,125.85,31.65,-378.45,52,28
154408,44,316,964,0,127.05,30.6,-378.6,45,28
154569,20,348,944,0,125.7,28.65,-378.45,67,28
154602,28,304,924,0,125.55,29.55,-378.45,67,28
154756,32,332,952,0,125.1,28.95,-378.6,56,28
154938,12,332,944,0,126.75,28.65,-379.05,48,28
154970,28,324,968,0,126.6,29.4,-378.9,52,28
155122,16,328,952,0,127.35,29.4,-379.05,60,28
155214,20,344,928,0,127.05,29.7,-378.3,52,28
155375,12,324,960,0,126.45,29.7,-379.2,48,28
155583,48,316,952,0,126.15,28.65,-378.9,30,28
155634,12,304,952,0,126.3,29.4,-378.75,30,28
155790,8,320,972,0,126,29.1,-379.05,11,28
155870,20,324,964,0,127.35,29.55,-378.45,22,28
156020,16,320,960,0,126.75,30.15,-378.15,52,28
156182,44,312,960,0,126.75,29.7,-378.15,75,28
156226,20,320,980,0,126.9,29.4,-378.9,56,28
156389,8,332,956,0,126.6,29.55,-378.45,26,28
156426,4,316,940,0,126,28.8,-378.15,26,28
156574,0,332,952,0,127.05,29.55,-378.15,18,28
156664,24,316,968,0,126.9,29.1,-378.3,18,28
156827,-56,332,960,0,127.35,29.55,-378.3,18,28
156988,36,316,952,0,127.8,29.4,-378.3,7,28
157038,-32,316,956,0,126.45,29.55,-378.15,15,28
157196,-20,280,952,0,127.35,29.55,-378,7,28
157357,-8,312,964,0,127.5,29.85,-377.7,18,28
157390,-36,304,956,0,128.1,30,-378.15,30,28
157541,-12,320,956,0,127.5,30.15,-378.15,41,28
157702,-28,304,952,0,128.1,28.8,-379.5,18,28
157746,-20,316,972,0,127.65,29.55,-378.9,26,28
157910,-12,320,952,0,127.95,30,-378.9,41,28
158002,-4,308,964,0,126.45,29.55,-379.05,26,28
158163,0,364,924,0,126.45,28.8,-378.45,11,28
158325,-12,304,956,0,127.8,29.55,-377.7,15,28
158375,36,332,944,0,126.75,29.55,-379.05,18,28
158534,-28,308,968,0,127.5,30.15,-378.9,37,28
158614,8,312,964,0,126.45,30.6,-378.6,18,28
158762,-8,296,968,0,128.1,30.6,-378.6,18,28
158924,8,284,960,0,127.35,30.45,-379.65,18,28
158974,-4,296,964,0,126.9,30,-378.75,26,28
159131,-20,272,972,0,126.6,30.15,-378.6,18,28
159292,-20,280,968,0,127.05,30.75,-379.65,30,28
159326,-16,292,964,0,127.95,32.1,-378.15,18,28
159477,-24,284,968,0,127.05,30.6,-379.05,18,28
159707,-28,280,968,0,127.5,31.2,-378.45,18,28
159747,-16,268,972,0,127.35,31.2,-378.15,37,28
159914,-24,284,980,0,127.5,31.2,-379.05,33,28
159946,-28,276,976,0,127.65,30.15,-378.6,26,28
160099,-20,296,960,0,127.95,30.75,-379.05,30,28
160260,-32,280,956,0,127.8,30.6,-379.05,33,28
160294,-20,268,960,0,127.65,30.45,-378.45,48,28
160444,0,300,988,0,127.2,31.05,-378.45,37,28
160606,-20,288,964,0,127.5,31.05,-378.9,30,28
160638,-12,284,968,0,127.5,30.9,-378.3,30,28
160790,-24,276,952,0,126.75,30.9,-379.35,90,28
160974,0,284,960,0,127.95,31.2,-378.75,30,28
161006,-24,288,972,0,127.95,30.3,-378.75,41,28
161158,-8,296,972,0,127.05,30.75,-378.45,22,28
161320,-16,296,956,0,127.8,30.6,-378.6,26,28
161354,-8,284,964,0,126.75,29.85,-378.9,22,28
161504,-16,280,964,0,126.9,31.65,-379.05,22,28
161711,-8,268,968,0,127.95,30.9,-379.05,15,28
161746,-12,276,968,0,126.9,30.9,-378.75,26,28
161896,-8,288,960,0,128.4,30.9,-379.2,15,28
162057,-4,280,956,0,127.35,30.75,-379.05,11,28
162094,4,280,976,0,126.6,30.6,-379.2,18,28
162244,-20,276,964,0,126.75,30.75,-378.45,30,28
162306,0,272,972,0,127.2,31.5,-379.2,26,28
162472,-12,284,960,0,126.9,31.5,-379.2,30,28
162531,4,284,964,0,127.35,31.35,-379.65,30,28
162679,-8,264,960,0,126.75,31.35,-378.75,15,28
162771,-12,300,956,0,127.05,31.5,-379.05,22,28
162979,8,264,964,0,126.75,30.6,-379.05,22,28
163010,-16,288,956,0,127.35,31.5,-379.35,15,28
163163,12,284,976,0,126.3,30.75,-379.2,22,28
163234,-8,272,960,0,127.65,31.35,-379.05,15,28
163393,-8,272,956,0,126.75,31.2,-378.9,18,28
163555,-16,288,960,0,126.6,30.6,-378.3,15,28
163586,4,272,984,0,127.05,31.8,-378.45,33,28
163739,0,280,980,0,126.6,30.45,-378.75,30,28
163786,-4,284,972,0,127.05,31.2,-378.15,22,28
163949,-4,260,972,0,126.9,30.9,-379.05,15,28
163986,0,260,960,0,127.05,31.05,-378.45,30,28
164154,-20,292,960,0,126.6,30.3,-379.5,52,28
164315,8,264,964,0,126.15,30.3,-379.05,26,28
164346,-8,276,960,0,126,30.75,-379.8,18,28
164499,0,268,976,0,126.15,30.9,-379.2,33,28
164661,12,276,972,0,126.75,31.2,-379.2,41,28
164698,4,272,976,0,126,30,-379.5,41,28
164845,4,296,960,0,126.6,30.75,-379.5,33,28
165029,-8,296,952,0,126,30.6,-378.75,18,28
165070,0,308,960,0,126,30,-379.2,48,28
165237,20,296,960,0,125.7,30.45,-379.65,41,28
165270,12,288,944,0,125.4,29.7,-378.9,45,28
165421,8,304,956,0,126,29.85,-379.5,33,28
165605,28,264,956,0,125.4,30.9,-379.2,60,28
165646,8,248,968,0,126.6,30.75,-379.2,48,28
165812,-28,292,992,0,126.45,31.2,-378.9,48,28
165878,12,248,972,0,127.8,31.05,-379.2,33,28
166043,12,312,940,0,126.9,30.9,-378.75,26,28
166126,-40,216,1016,0,126.75,30,-379.35,26,28
166296,-12,268,992,0,126.15,30.75,-379.95,30,28
166367,-16,256,912,0,125.7,30.6,-379.65,45,28
166527,16,328,928,0,126.45,30.9,-379.2,26,28
166598,0,172,964,0,126.9,31.05,-379.35,30,28
166757,-44,244,956,0,126.45,31.2,-378.9,22,28
167241,12,292,1000,0,127.2,33.45,-379.95,22,28
167274,-52,200,972,0,129,33,-380.4,15,28
167425,-48,172,1000,0,127.95,33.75,-379.95,18,28
167490,-28,196,996,0,128.4,34.35,-379.2,15,28
167656,-72,204,984,0,129.15,33.75,-379.2,15,28
167817,-72,188,992,0,128.55,33.75,-378.75,18,28
167852,-56,200,972,0,127.8,34.5,-379.5,11,28
168002,-52,176,984,0,127.8,34.35,-379.8,7,28
168163,-32,164,980,0,128.25,34.05,-380.4,7,28
168198,-56,176,988,0,127.8,34.8,-380.55,22,28
168347,-52,184,984,0,127.35,33.75,-379.5,26,28
168508,-48,184,984,0,127.2,35.25,-380.4,26,28
168550,-28,196,980,0,127.65,34.35,-380.55,22,28
168716,4,184,1020,0,127.5,34.35,-381.6,26,28
168877,-24,152,1004,0,126,34.8,-380.55,41,28
168914,-36,200,972,0,124.65,34.05,-381.75,33,28
169061,40,160,1008,0,124.65,34.5,-380.4,67,28
169268,4,180,1024,0,126,34.65,-381.15,71,28
169310,-8,160,1012,0,126.6,34.8,-381.15,63,28
169476,-8,176,976,0,126.75,34.2,-380.55,22,28
169637,-12,256,972,0,126,33.9,-380.85,48,28
169670,-32,236,980,0,126.15,33.9,-380.85,45,28
169822,16,220,976,0,125.25,33,-380.1,75,28
170006,20,216,972,0,124.8,33,-381.15,30,28
170054,36,240,996,0,124.65,32.55,-380.7,18,28
170213,40,208,960,0,123.9,31.95,-380.7,15,28
170374,76,256,992,0,122.1,32.1,-380.7,30,28
170406,112,224,988,0,121.05,32.7,-380.7,22,28
170559,148,224,956,0,119.4,32.85,-381.15,15,28
170720,200,220,948,0,118.65,32.4,-380.7,11,28
170754,244,224,952,0,117.15,31.8,-381.3,22,28
170904,256,228,984,0,116.4,32.25,-381.3,26,28
170962,228,232,916,0,114.75,32.55,-381,30,28
171112,268,204,884,0,113.85,32.1,-380.7,41,28
171296,340,260,928,0,113.7,32.1,-380.4,18,28
171330,320,240,928,0,113.85,32.4,-381.45,18,28
171480,308,260,924,0,112.95,32.55,-380.7,15,28
171644,376,228,908,0,114.15,31.65,-380.55,15,28
171674,364,248,916,0,113.55,31.95,-380.4,18,28
171826,308,240,932,0,113.55,31.65,-381.45,30,28
171918,360,220,896,0,112.35,32.25,-381.45,18,28
172079,328,240,932,0,112.65,31.65,-381.15,26,28
172241,344,172,932,0,112.8,32.4,-381.3,22,28
172275,280,264,948,0,112.95,32.25,-381.3,22,28
172425,356,236,884,0,113.1,32.4,-381.15,37,28
172609,236,276,868,0,114.9,31.05,-381.15,30,28
172662,272,240,972,0,117.45,31.65,-381.75,26,28
172817,144,224,1032,0,119.4,30.6,-382.05,22,28
172978,16,220,976,0,120,31.8,-382.95,37,28
173010,64,252,972,0,120.15,32.4,-382.2,18,28
173162,76,292,964,0,120.15,31.5,-383.1,26,28
173254,76,248,960,0,121.05,31.5,-382.65,18,28
173418,100,196,980,0,121.8,32.1,-382.95,22,28
173577,96,244,956,0,122.25,33.3,-382.2,7,28
173610,76,204,1004,0,122.7,32.55,-383.25,7,28
173761,64,224,960,0,122.7,33.45,-382.2,15,28
174176,56,220,992,0,123.6,33.15,-382.35,15,28
174214,80,240,984,0,124.5,32.7,-382.5,7,28
174360,64,208,996,0,124.05,32.7,-383.1,3,28
174522,8,188,976,0,123.75,32.55,-382.35,22,28
174554,-8,264,976,0,124.35,32.7,-383.4,7,28
174706,32,252,976,0,125.1,33,-382.2,33,28
174754,12,216,984,0,124.5,32.25,-382.65,30,28
174913,28,232,976,0,123.9,32.55,-382.35,18,28
174954,24,236,996,0,123,32.4,-382.2,22,28
175121,28,208,984,0,124.05,32.55,-382.95,37,28
175154,28,220,984,0,123.6,32.55,-383.25,30,28
175305,24,232,980,0,123,32.4,-382.2,45,28
175466,44,232,976,0,123,31.8,-382.5,52,28
175518,44,240,964,0,122.55,32.25,-382.65,48,28
175674,32,196,976,0,123.15,31.95,-382.95,33,28
175762,28,212,964,0,123,32.55,-382.2,41,28
175927,32,240,972,0,124.2,31.65,-382.95,45,28
176088,16,228,992,0,125.1,32.7,-382.5,48,28
176142,36,200,972,0,124.8,32.7,-381.75,60,28
176296,0,192,1004,0,124.95,33.75,-382.95,30,28
176342,20,200,1008,0,124.05,33.75,-382.65,48,28
176503,8,224,976,0,123.6,32.55,-381.45,56,28
176574,12,232,960,0,123.45,32.85,-382.95,41,28
176734,16,256,952,0,123.3,32.25,-382.8,41,28
176806,56,196,964,0,122.4,33,-381.9,37,28
176964,28,216,984,0,122.7,33,-382.35,41,28
177125,52,220,988,0,123.3,33,-382.65,48,28
177160,64,180,984,0,122.1,33.3,-382.35,41,28
177310,28,200,980,0,123.3,33.6,-382.8,18,28
177586,36,200,980,0,122.85,33.3,-382.65,22,28
177638,24,220,968,0,123.15,33.9,-381.9,33,28
177793,44,184,996,0,122.25,32.55,-382.95,18,28
177955,64,208,1004,0,122.7,33.3,-383.25,18,28
177986,32,192,964,0,122.7,33.75,-383.55,18,28
178139,20,184,972,0,122.55,33.9,-384,7,28
178300,48,192,984,0,123.45,33.9,-382.8,7,28
178334,32,200,988,0,123.15,34.05,-383.55,18,28
178484,16,188,956,0,123.6,34.5,-382.05,15,28
178546,-32,92,1048,0,124.35,33.6,-382.65,41,28
178715,-12,204,980,0,126,34.05,-382.35,37,28
178945,-64,176,1000,0,128.25,34.95,-380.85,52,28
178986,-104,152,1000,0,127.95,34.35,-381.6,41,28
179153,-72,156,968,0,127.35,33.75,-381.3,33,28
179244,-96,144,984,0,127.05,34.35,-380.85,30,28
179406,-56,176,976,0,128.4,35.7,-381.15,37,28
179636,-68,132,1004,0,129,36.45,-380.1,52,28
179686,-80,148,980,0,129.15,35.85,-380.7,56,28
179844,-80,136,992,0,127.95,34.95,-381.45,41,28
180005,-80,148,984,0,129.15,36.3,-381,71,28
180038,-76,156,980,0,129.15,35.85,-381.15,56,28
180190,-80,136,984,0,128.85,35.25,-381,52,28
180351,-84,124,992,0,128.7,36.3,-380.85,90,28
180402,-68,144,1000,0,129.45,35.4,-380.55,75,28
180558,-80,120,988,0,130.05,36.75,-380.85,11,28
180634,-48,124,992,0,128.7,36,-380.7,45,28
180788,-92,144,1000,0,129,35.25,-380.1,33,28
180973,-120,136,968,0,129.9,35.55,-380.25,30,28
181006,-68,148,976,0,130.8,35.1,-380.7,30,28
181159,-64,144,1060,0,131.55,34.5,-380.1,33,28
181318,-100,184,968,0,132.15,35.1,-380.4,52,28
181354,-88,160,984,0,130.35,34.65,-380.7,52,28
181503,-60,204,1016,0,129.45,35.25,-380.4,78,28
181802,104,252,1064,0,128.1,31.35,-381.75,60,28
181834,4,484,900,0,126.45,27.3,-381.15,48,28
181987,-116,584,792,0,125.4,20.1,-377.85,71,28
182148,4,804,804,0,127.5,11.55,-363.45,30,28
182182,-100,1096,444,0,128.1,6.6,-355.35,22,28
182332,36,1016,132,0,130.5,4.2,-326.85,67,28
182516,-188,680,-584,0,125.85,26.25,-266.1,63,28
182554,-88,480,-824,0,115.35,39.15,-260.85,78,28
182701,-124,216,-868,0,114.9,45.15,-257.7,60,28
182754,-160,192,-984,0,115.5,51.3,-255,60,28
182908,-180,248,-940,0,115.95,51.9,-254.85,37,28
183164,-156,152,-924,0,113.7,51.45,-254.7,37,28
183198,-160,256,-948,0,113.85,50.1,-255.45,45,28
183346,-164,280,-968,0,114.15,50.7,-255.3,45,28
183507,-148,312,-940,0,112.95,50.85,-254.85,90,27
183546,-140,356,-928,0,113.4,50.7,-255.3,82,27
183715,-140,248,-936,0,111.75,49.2,-256.05,78,27
