Time (milliseconds),ax,ay,az,light,mx,my,mz,sound,temp
183876,-132,432,-940,0,111.45,47.85,-256.95,97,27
183910,-144,388,-936,0,111.3,47.55,-256.65,82,27
184060,-128,396,-920,0,111,47.55,-256.95,82,27
184110,-132,384,-916,0,110.7,47.25,-257.1,60,27
184268,-132,392,-912,0,109.8,47.25,-256.8,93,27
184326,-140,372,-916,0,111.45,47.25,-256.8,86,27
184475,-136,376,-920,0,111,47.4,-257.1,75,28
184558,-144,376,-920,0,110.25,47.1,-256.2,108,28
184706,-136,376,-896,0,111.75,46.05,-256.95,93,28
184790,-144,372,-916,0,110.4,47.25,-256.65,48,28
184982,-148,364,-916,0,110.7,46.65,-258,48,28
185038,-140,388,-924,0,110.85,47.25,-257.25,90,28
185189,-144,404,-920,0,106.2,48.15,-252.75,48,28
185238,-144,428,-936,0,106.95,48.3,-253.35,45,28
185396,-152,444,-920,0,107.25,48.45,-254.25,60,28
185442,-156,344,-924,0,108.6,48.9,-255,67,28
185604,-180,428,-912,0,108.3,49.05,-255.3,45,28
185765,-164,388,-912,0,108.9,48.45,-256.05,67,28
185798,-152,404,-900,0,109.05,48.75,-255.15,63,28
185950,-164,404,-916,0,108.15,48.6,-255.9,86,28
186134,-148,404,-912,0,109.2,48.45,-255.75,30,28
186166,-168,404,-908,0,109.2,48.75,-255.9,30,28
186318,-160,376,-928,0,110.1,49.5,-255.9,52,28
186479,-156,364,-888,0,109.5,49.2,-255.6,26,28
186523,-148,384,-908,0,108.75,48.45,-254.7,18,28
186689,-144,380,-924,0,109.35,49.5,-255.45,30,28
186722,-140,396,-916,0,109.65,49.05,-255.6,45,28
186871,-164,472,-948,0,109.05,48.45,-256.35,30,28
186958,-152,388,-884,0,110.1,49.2,-256.05,60,28
187125,-144,408,-916,0,110.55,48.75,-257.25,48,28
187286,-108,248,-900,0,99.45,47.85,-267.45,123,28
187318,-116,368,-744,0,99.15,47.25,-265.5,71,28
187470,-168,392,-904,0,99.9,48.15,-265.05,71,28
187562,-172,264,-912,0,107.4,49.5,-272.25,82,28
187724,-148,496,-956,0,107.7,47.4,-273.9,78,28
187885,-124,376,-956,0,106.95,43.5,-273.75,60,28
187918,-80,312,-936,0,106.35,42.3,-273.15,52,28
188069,-84,368,-1000,0,102.6,36.9,-279.6,48,28
188154,-136,404,-900,0,104.7,37.2,-280.35,37,28
188323,-124,424,-924,0,107.1,36.45,-284.25,63,28
188486,-116,384,-912,0,108.75,34.95,-284.7,90,27
188518,-132,444,-896,0,111,34.35,-287.7,71,27
188669,-28,428,-972,0,102.3,28.95,-284.55,82,27
188718,-84,328,-924,0,95.1,41.4,-276.45,26,27
188876,-148,404,-868,0,94.5,41.55,-275.85,90,27
188942,-168,376,-888,0,95.1,41.85,-276.45,108,27
189106,-124,404,-928,0,95.7,43.05,-276,75,27
189268,-116,412,-956,0,94.8,42.6,-277.5,93,27
189318,-136,376,-928,0,94.5,42.9,-277.35,56,27
189475,-140,364,-924,0,93.75,42.45,-276.45,93,27
189546,-44,524,-952,0,94.5,42.3,-275.55,108,27
189705,-108,420,-920,0,99,39,-282.45,82,27
189889,-104,268,-900,0,100.8,38.1,-283.65,67,27
189922,-140,280,-940,0,100.35,39.15,-281.85,75,27
190074,-116,352,-940,0,101.85,39.15,-282.9,138,27
190126,-136,420,-988,0,101.55,40.05,-282.9,135,27
190281,-80,436,-952,0,95.55,44.7,-280.5,120,27
190326,-140,324,-948,0,103.65,40.05,-288.6,120,27
190488,-140,348,-960,0,100.35,41.55,-285,93,27
190554,-160,340,-956,0,100.95,42.15,-282.75,86,27
190719,-92,340,-920,0,98.25,42,-282.75,90,27
190802,-108,388,-928,0,99,42,-283.95,63,27
190950,-92,388,-956,0,99.9,41.55,-283.65,75,27
191110,-116,348,-940,0,108.75,43.05,-295.05,67,27
191163,-24,380,-960,0,147.9,67.65,-347.7,48,27
191318,16,336,-928,0,172.5,96.75,-375.9,37,27
192470,-100,332,-920,0,55.8,68.1,-281.1,75,27
192502,-136,292,-892,0,55.5,68.25,-281.85,97,27
192654,-148,328,-952,0,55.65,67.8,-281.85,86,27
192815,-120,332,-940,0,55.65,67.05,-282.15,56,27
192862,-132,344,-932,0,55.65,67.5,-281.7,45,27
193025,-132,340,-916,0,55.8,67.5,-282.9,67,27
193062,-120,340,-912,0,55.8,66.45,-282.3,67,27
193230,-132,332,-932,0,55.65,66.45,-282.3,37,27
193460,-100,140,-664,0,56.25,64.2,-284.4,48,27
193510,-288,812,-592,0,63.15,54,-301.65,56,27
193668,-216,1144,-284,0,70.8,43.35,-332.1,52,27
193710,-104,1184,176,0,73.2,38.4,-373.8,37,27
193875,-108,1292,552,0,73.35,42.6,-408.15,26,27
194129,-204,592,576,0,66.3,50.55,-433.5,22,27
194166,-36,604,936,0,66.6,51.75,-438.15,33,27
194313,-28,452,848,0,64.95,52.95,-440.1,26,27
194474,-72,388,960,0,67.5,53.1,-440.7,26,27
194506,-40,336,936,0,68.4,53.7,-439.8,41,27
194659,-52,328,992,0,69.45,54.45,-439.8,33,27
194820,-92,320,952,0,70.8,55.35,-440.55,15,27
194872,-140,340,992,0,70.35,54.9,-439.65,11,27
195027,-68,304,960,0,71.4,55.05,-439.95,26,27
195189,-88,396,916,0,71.7,55.95,-438.9,33,27
195222,-96,376,932,0,71.25,55.2,-439.2,22,27
195373,-96,308,924,0,71.4,54.9,-439.35,15,27
195534,-64,272,948,0,70.5,55.35,-439.95,30,27
195586,-84,220,936,0,70.65,56.25,-439.35,15,27
195742,-96,228,964,0,69.15,58.35,-440.4,18,27
195810,0,180,1028,0,67.95,58.2,-440.85,63,27
195972,-36,180,1088,0,68.55,59.1,-441.9,7,27
196340,-220,332,860,0,65.7,53.85,-441.15,11,27
196383,-156,360,956,0,68.55,52.05,-439.95,18,27
196548,-60,396,896,0,70.8,52.05,-438.75,18,27
196709,-160,448,888,0,70.5,51,-437.55,18,27
196742,-100,456,908,0,70.5,49.8,-438.9,18,27
196894,-104,460,880,0,68.85,50.1,-437.85,11,27
197055,-180,472,864,0,68.55,48.9,-437.85,37,27
197106,-204,428,892,0,68.7,48.6,-437.7,112,27
197262,-176,528,872,0,69.45,48,-437.4,63,27
197338,-180,604,900,0,69.75,47.25,-436.05,82,27
197492,-212,540,880,0,70.05,45.3,-435,45,27
197677,-252,540,760,0,70.05,42.9,-431.25,60,27
197710,-284,560,720,0,72,39.6,-426.75,56,27
197862,-364,552,700,0,72.45,36.75,-422.85,75,27
197911,-396,820,680,0,75.6,34.95,-419.85,56,27
198069,-304,1056,608,0,77.85,28.8,-406.2,93,27
198138,-76,1136,200,0,76.95,22.5,-381.45,52,27
198299,192,1248,-244,0,72.15,20.85,-366.3,45,27
198382,340,796,-296,0,58.05,23.85,-349.05,67,27
198530,136,796,-524,0,51.15,30.3,-333.45,75,27
198691,0,696,-788,0,49.65,43.2,-316.2,45,27
198725,-52,516,-840,0,52.35,51.9,-306.6,41,27
198875,-272,376,-924,0,55.5,54.3,-302.85,33,27
199036,-116,436,-976,0,59.1,54.75,-301.05,60,27
199071,-164,300,-952,0,60.6,54.45,-301.8,56,27
199220,-232,352,-956,0,60.3,53.7,-302.7,90,27
199270,-360,332,-836,0,57.45,54.3,-302.85,71,27
199428,-172,332,-520,0,55.5,52.2,-304.5,60,27
199470,-204,588,-312,0,60.9,45.45,-307.65,60,27
199635,-536,388,-364,0,77.25,46.8,-306.9,33,27
199670,-2040,316,56,0,100.8,59.1,-325.05,33,27
199820,-964,680,-316,0,108.45,73.2,-335.4,33,27
199981,-1000,372,8,0,108,73.35,-335.4,41,27
200014,-732,548,-48,0,107.7,68.1,-334.5,41,27
200165,-996,560,-136,0,107.25,63.9,-335.1,48,27
200238,-1084,460,-156,0,107.1,61.5,-336.45,45,27
200396,-1052,392,-152,0,105.15,58.5,-338.25,30,27
200557,-888,432,-132,0,103.65,55.05,-338.55,63,27
200590,-932,772,-100,0,106.35,58.5,-337.35,67,27
200741,-932,588,28,0,108,60.6,-336.3,30,27
200902,-816,852,-40,0,106.95,57.15,-340.2,37,27
200934,-752,908,-132,0,103.2,51.75,-343.05,45,27
201087,-700,1012,-108,0,97.2,44.4,-345.15,41,27
201134,-592,776,60,0,91.5,38.85,-350.7,48,27
201294,-596,768,180,0,87,36.75,-363.45,56,27
201362,-588,236,-212,0,83.85,35.55,-360.9,67,27
201524,-172,1260,372,0,84.45,36.6,-369.45,41,27
201686,-560,892,116,0,84.75,35.4,-366,56,27
201718,-728,916,-4,0,84.9,36.45,-368.7,45,27
201870,-548,936,160,0,85.95,36.45,-373.5,56,27
201962,-572,588,120,0,90.9,37.05,-365.55,52,27
202124,-424,1672,112,0,93.6,39.6,-369,48,27
202287,-152,884,-44,0,96.45,40.5,-358.2,48,27
202319,-204,980,216,0,96.75,40.35,-369.15,56,27
202469,-796,1228,116,0,93.75,38.85,-375.75,60,27
202723,-492,332,28,0,83.1,34.05,-348.15,45,27
202770,-616,776,152,0,88.2,36.9,-346.05,26,27
202930,-852,724,108,0,98.7,43.65,-336.9,26,27
203022,-992,904,20,0,108.75,56.7,-336.45,18,27
203183,-868,808,-60,0,111.9,60.75,-339,18,27
203414,-996,584,-36,0,111.9,61.05,-343.95,30,27
203466,-944,648,44,0,109.8,57.9,-345.3,18,27
203621,-984,696,72,0,108.3,55.95,-346.8,18,27
203782,-728,792,324,0,104.85,50.4,-349.95,7,27
203814,-568,864,372,0,102.15,46.35,-355.95,18,27
203967,-600,640,344,0,96.9,44.25,-366.9,11,27
204128,-848,500,-544,0,96.15,47.4,-391.5,22,27
204178,-936,420,112,0,96.3,48.6,-389.1,30,27
204335,-784,764,140,0,97.5,48.15,-383.4,52,27
204414,-784,636,216,0,99.75,48.15,-374.7,45,27
204566,-788,616,196,0,100.5,51,-373.35,18,27
204819,-912,492,280,0,99.9,49.65,-372.9,18,27
204862,-908,612,200,0,99.6,49.35,-373.5,22,27
205027,-876,508,252,0,98.4,47.1,-373.65,18,27
205062,-796,432,360,0,97.5,46.05,-373.35,22,27
205211,-756,552,340,0,98.1,49.05,-375.3,18,27
205372,-804,336,392,0,102.45,55.35,-376.95,67,27
205410,-864,524,360,0,102.15,62.4,-381.9,60,27
205556,-1112,512,344,0,103.35,69.3,-386.25,45,27
205718,-1020,-124,568,0,103.2,74.7,-388.95,48,27
205758,-860,-16,492,0,103.65,78.75,-390.75,37,27
205925,-1036,-152,536,0,101.7,81.45,-392.55,45,27
205958,-900,-328,572,0,101.1,80.7,-394.05,41,27
206112,-864,-116,544,0,101.55,81.15,-394.5,0,27
206158,-936,84,508,0,101.1,78.9,-395.1,7,27
206317,-1104,340,616,0,102.3,77.85,-392.55,52,27
206478,-1168,216,388,0,104.7,73.2,-385.05,52,27
206510,-1100,60,376,0,103.05,65.1,-382.8,52,27
206708,-644,880,248,0,100.2,55.35,-378.9,41,27
206754,-680,312,44,0,95.7,48.15,-377.4,41,27
206916,-868,420,112,0,92.55,44.55,-370.65,45,27
207077,-808,536,-4,0,94.5,45.6,-355.65,45,27
207110,-976,752,-4,0,98.4,51.15,-353.4,56,27
207262,-892,832,144,0,102.6,55.65,-349.2,52,27
207423,-960,668,92,0,102.6,59.4,-341.1,52,27
207454,-1032,604,-12,0,104.4,62.1,-335.1,33,27
207607,-996,452,-40,0,103.05,63.9,-329.85,22,27
207768,-1132,220,-300,0,101.85,63.6,-324.15,18,27
207805,-796,452,-428,0,101.25,60.6,-322.65,22,27
207953,-720,752,-404,0,100.2,55.05,-324.3,56,27
208114,-672,336,-216,0,100.2,57.9,-318.15,48,27
208146,-760,288,-304,0,99.45,62.85,-315.45,41,27
208299,-576,568,-300,0,100.8,66,-316.5,37,27
208346,-648,896,-364,0,102.9,64.65,-320.85,33,27
208506,-712,768,-272,0,103.95,62.85,-328.2,37,27
208570,-896,764,-268,0,102.3,56.7,-337.8,22,27
208737,-1344,660,-148,0,97.5,52.95,-342.15,75,27
208802,-908,676,-8,0,93.15,49.65,-347.7,60,27
208966,-800,672,72,0,91.05,49.05,-350.1,75,27
209197,-700,868,20,0,87.45,48,-351.3,48,27
209246,-768,820,-44,0,89.1,48.6,-350.4,41,27
209404,-668,792,-36,0,87.15,48.75,-348.75,41,27
209566,-820,832,176,0,89.1,50.25,-340.65,45,27
209598,-1120,720,112,0,91.65,55.5,-332.1,37,27
209750,-876,604,-240,0,94.8,64.05,-326.7,52,27
209934,-756,460,-708,0,97.2,67.2,-326.25,41,27
209966,-792,472,-556,0,96,67.2,-327.15,37,27
210118,-744,424,-444,0,96.3,66.3,-327.6,52,27
210194,-588,560,-336,0,94.8,62.4,-329.85,56,27
210349,-556,604,-304,0,94.2,61.5,-332.4,41,27
210602,-1532,800,-180,0,89.25,56.4,-344.1,30,27
210638,-812,620,-120,0,88.5,57.45,-346.8,30,27
210787,-724,692,16,0,87.3,58.95,-347.25,41,27
210948,-780,904,48,0,87,59.4,-347.7,33,27
210982,-820,776,-12,0,87,60.45,-345.9,45,27
211132,-948,856,-72,0,86.85,62.7,-344.1,45,27
211294,-208,880,-172,0,87.6,62.1,-342.9,45,27
211346,-688,728,44,0,87.45,63.75,-341.85,41,27
211501,-536,712,20,0,89.25,62.85,-342.3,37,27
211664,-492,712,44,0,91.65,61.8,-349.2,52,27
211694,-728,804,96,0,92.1,61.2,-359.25,60,27
211846,-964,564,184,0,90.45,58.8,-367.8,56,27
212054,-984,364,-12,0,87.6,56.85,-375.3,71,27
212094,-988,372,40,0,87.3,57.15,-376.65,71,27
212261,-908,676,144,0,85.65,57,-379.65,60,27
212294,-712,860,-12,0,82.95,54.75,-382.5,48,27
212446,-748,800,-168,0,80.7,52.2,-380.85,48,27
212653,-432,760,-108,0,74.4,47.7,-382.35,63,27
212706,-596,504,40,0,69,45.75,-382.65,56,27
212860,-540,808,-8,0,66.9,44.55,-385.8,52,27
213021,-780,832,20,0,63.3,46.2,-389.4,41,27
213058,-924,932,168,0,64.2,46.05,-391.05,22,27
213206,-528,936,124,0,67.05,47.4,-394.65,30,27
213413,-616,856,336,0,70.95,48,-397.95,30,27
213454,-652,796,280,0,72.75,47.55,-396.6,26,27
213620,-776,728,216,0,73.65,47.25,-394.35,26,27
213782,-744,620,-340,0,76.5,50.55,-397.05,33,27
213814,-956,656,-416,0,81.75,53.7,-397.2,37,27
213966,-1100,1112,-180,0,90,58.35,-391.65,60,27
214127,-452,1556,1272,0,97.5,44.1,-398.25,56,27
214174,-512,332,1008,0,82.05,36.75,-410.1,37,27
214335,-216,-188,840,0,68.7,26.7,-392.25,33,27
214374,-492,-64,272,0,63.9,27.3,-363.45,48,27
214542,-492,696,-368,0,64.05,28.05,-357.45,26,27
214911,-1804,1220,-256,0,85.35,34.5,-376.5,22,27
214942,1456,2040,800,0,103.35,62.85,-383.25,30,27
215095,-508,1476,976,0,102.75,49.65,-396.15,33,27
215256,-1968,484,628,0,74.55,27,-386.55,41,27
215290,-1540,236,-428,0,80.85,31.35,-372.15,30,27
215441,-432,1176,-692,0,95.25,41.55,-372.9,45,27
215627,220,1312,712,0,99.15,56.85,-394.05,33,27
215662,-1344,1012,972,0,85.95,41.25,-401.55,33,27
215809,-2040,668,-396,0,85.05,38.1,-388.35,22,27
215971,328,240,132,0,100.95,51.9,-379.05,33,27
216002,180,1028,436,0,101.55,57,-385.8,30,27
216155,-296,1396,60,0,89.55,52.05,-404.25,45,27
216316,-1400,900,-396,0,82.2,36.3,-381.6,18,27
216350,-196,1288,-192,0,97.05,46.35,-374.4,30,27
216500,308,464,440,0,103.65,58.05,-376.95,45,27
216582,-520,400,-72,0,92.85,51.6,-397.8,67,27
216731,-1984,944,-284,0,73.8,34.65,-378.9,30,27
216822,-748,1572,-412,0,92.55,43.8,-376.05,37,27
216984,456,856,484,0,99.6,56.1,-381.45,45,27
217070,-384,212,-404,0,85.35,48,-398.4,26,27
217238,-1972,1188,-364,0,74.4,36.6,-379.2,33,27
217609,-544,224,-80,0,88.5,48.3,-392.85,33,27
217654,-2040,928,-476,0,83.85,38.25,-372.3,33,27
217814,-968,1524,-104,0,96.6,48,-374.7,48,27
217906,16,864,628,0,101.55,60.9,-391.05,41,27
218067,-320,876,-592,0,91.65,49.05,-398.85,37,27
218298,684,76,360,0,100.2,57.15,-381,90,27
218350,-4,1356,-48,0,99.6,62.1,-393.75,52,27
218505,-388,1388,-476,0,91.35,47.1,-394.5,37,27
218666,-2040,788,-152,0,91.05,45.15,-373.2,41,27
218698,520,812,736,0,102.15,61.35,-379.8,37,27
218851,84,1332,-136,0,100.95,64.05,-391.2,37,27
219012,-936,72,-60,0,84.15,39.6,-375.3,48,27
219062,-2040,324,-332,0,88.65,46.8,-368.25,45,27
219219,456,1228,-96,0,99.3,60.9,-379.8,41,27
219298,-240,1064,-80,0,98.25,61.65,-390.45,37,27
219450,-1940,240,20,0,89.1,45.3,-367.05,37,27
219634,-476,1632,-156,0,97.65,55.05,-361.8,37,27
219666,664,1428,1000,0,102,65.25,-374.4,26,27
219818,-328,1548,-108,0,96.9,57.9,-395.55,48,27
219910,-2040,68,-104,0,84.15,42.9,-352.95,71,27
220072,-1332,1492,-656,0,93.6,52.95,-359.4,60,27
220110,372,1156,356,0,98.4,60.6,-369.6,63,27
220257,-280,1036,-264,0,95.4,58.8,-379.2,52,27
220417,-2040,-236,-328,0,80.7,48.15,-348.45,60,27
220450,-1712,624,-1024,0,87,53.25,-353.1,56,27
220602,388,1280,244,0,94.95,60,-376.35,48,27
220763,-220,1220,-252,0,87.6,56.55,-391.8,26,27
220794,-1868,320,-52,0,75,45.45,-361.8,45,27
220948,-1944,948,-720,0,79.5,47.85,-357.6,41,27
221038,632,800,-28,0,92.55,60.9,-377.4,45,27
221201,-364,728,912,0,85.8,56.25,-379.95,45,27
221364,-2040,352,-628,0,74.7,46.65,-354.9,37,27
221394,-1088,472,-760,0,84.9,53.55,-365.7,37,27
221546,560,1232,136,0,90.75,64.05,-386.85,45,27
221638,-244,1084,92,0,80.25,54,-375.75,48,27
221800,-2040,800,-364,0,73.05,49.05,-358.65,18,27
221850,-980,1224,-536,0,84.9,55.35,-367.65,30,27
222007,560,584,244,0,91.8,63.3,-380.1,56,27
222168,-560,792,68,0,77.55,52.5,-372.15,48,27
222218,-1524,1312,-776,0,76.8,50.25,-360.9,71,27
222376,-364,1300,-496,0,86.7,58.35,-364.35,52,27
222537,52,1140,-4,0,91.05,64.8,-381.15,45,27
222570,-568,596,-260,0,80.4,57,-381,41,27
222721,-1816,392,-508,0,73.2,51.6,-361.8,45,27
222929,340,568,548,0,92.4,67.35,-372.9,33,27
222962,-104,684,260,0,89.55,66.9,-383.4,41,27
223113,-984,1308,-32,0,75.45,54.75,-377.85,37,27
223274,-1880,284,-412,0,81.15,56.55,-362.4,41,27
223306,240,424,372,0,90.6,66.75,-378.3,30,27
223459,-128,996,152,0,87.75,69.45,-391.95,56,27
223620,-2040,1116,-564,0,73.2,53.85,-378,45,27
223654,-1800,76,-436,0,80.55,54.75,-367.95,33,27
223804,612,308,764,0,90,65.85,-382.5,52,27
223870,-268,700,224,0,88.5,65.4,-396.45,52,27
224035,-1316,572,-140,0,76.2,49.8,-378.45,30,27
224196,-212,844,-40,0,87.6,59.55,-378.75,45,27
224246,216,656,-92,0,89.4,68.7,-390.75,45,27
224403,-360,180,-940,0,81.6,59.85,-387.15,52,27
224491,-1964,1272,-520,0,72.75,50.4,-365.25,48,27
224657,-692,1452,-240,0,82.95,58.35,-372,33,27
224887,-436,1616,-72,0,81.6,58.2,-397.35,22,27
224942,-2028,432,16,0,72.9,56.55,-374.85,52,27
225097,-16,1616,644,0,83.85,67.35,-380.4,33,27
225256,0,992,-168,0,84.6,75,-393.6,26,27
225290,-720,164,-360,0,77.25,62.1,-379.35,45,27
225440,-2040,340,-436,0,74.1,58.5,-360.45,15,27
225624,580,1420,604,0,87.6,75.9,-378.15,33,27
225666,-300,844,-188,0,85.2,76.5,-390,45,27
225832,-1848,1204,-664,0,74.85,62.4,-378.6,18,27
225866,-1808,1272,-220,0,79.05,63.45,-368.85,22,27
226016,204,1336,132,0,89.4,75.6,-370.95,33,27
226292,-1548,744,-744,0,83.4,64.95,-368.1,37,27
226330,-2040,568,-548,0,87.45,69.75,-354.9,22,27
226477,256,284,-676,0,93.45,81,-358.95,37,27
226638,-200,1128,168,0,94.05,82.8,-363.45,37,27
226670,-936,440,-1332,0,86.55,72.75,-375.75,26,27
226822,-1756,944,-480,0,84.45,68.1,-354.6,41,27
226914,8,-36,332,0,93.75,88.95,-355.35,33,27
227076,140,1688,48,0,96.6,88.8,-354.45,41,27
227237,-2040,716,-952,0,91.5,75.6,-351,22,27
227270,-1740,1092,-460,0,91.8,80.4,-341.7,30,27
227422,-8,884,188,0,93.45,94.2,-345.15,37,27
227583,-168,792,-500,0,95.4,82.95,-354.15,37,27
227634,-2040,792,-624,0,88.95,77.55,-339.6,37,27
227790,-1372,344,-344,0,92.7,84.9,-337.65,56,27
227882,512,1068,340,0,95.4,85.95,-344.7,56,27
228044,-264,316,-380,0,95.25,82.2,-349.5,60,27
228412,52,708,112,0,96.75,83.7,-349.65,33,27
228462,-380,1440,-320,0,92.55,77.7,-348.6,60,27
228620,-2040,1272,-488,0,88.95,74.1,-336.9,37,27
228781,256,508,284,0,95.7,89.1,-341.7,48,27
228814,48,784,-232,0,94.95,84.3,-350.7,48,27
228965,-220,1092,-612,0,90.9,80.55,-350.4,37,27
229129,-1836,376,-396,0,89.55,79.8,-335.55,26,27
229178,364,740,672,0,93.75,86.25,-344.1,52,27
229334,72,760,-176,0,93.6,84.15,-354.9,33,27
229426,-1172,1004,-688,0,88.5,76.05,-344.4,63,27
229587,-1496,1300,-352,0,87.6,77.55,-337.2,41,27
229749,608,1308,508,0,93.3,84.75,-345.15,45,27
229802,-120,564,-84,0,90.9,78.9,-354.3,37,27
229956,-1920,460,-1036,0,85.5,74.25,-339.45,48,27
230117,-752,1832,-112,0,90.45,84.15,-339.45,37,27
230150,588,884,444,0,91.8,84.45,-346.8,52,27
230302,-8,332,296,0,90,82.8,-350.1,56,27
230463,-2040,1196,-128,0,80.7,76.5,-336.3,18,27
230494,-1344,1360,-616,0,85.65,84.3,-338.1,26,27
230647,340,1440,772,0,89.55,86.1,-345.9,41,27
230808,-60,528,-292,0,85.65,78.3,-351.75,37,27
230842,-2040,912,-832,0,78.9,77.25,-335.85,37,27
230993,-1260,1272,-316,0,82.65,87.3,-338.1,41,27
231154,120,8,-100,0,86.55,84,-353.1,37,27
231186,-372,416,784,0,84.45,80.1,-351.75,48,27
231338,-2040,980,-864,0,78.3,79.5,-339.45,26,27
231418,-440,1000,212,0,83.4,90.45,-339.45,26,27
231569,500,-80,860,0,85.35,88.65,-348.45,33,27
231650,-388,-96,976,0,84.45,75.75,-364.2,37,27
231799,-2040,912,-104,0,75.9,69.9,-346.8,30,27
231882,-512,2040,-392,0,84,82.8,-351.9,22,27
232030,8,704,988,0,87.3,88.2,-357.9,48,27
232114,-536,632,500,0,87.45,71.25,-381.6,37,27
232283,-2040,1732,-356,0,70.95,55.8,-358.95,41,27
232346,-824,2040,-1920,0,80.4,66.75,-348.3,63,27
232513,16,-116,268,0,81.75,86.85,-335.55,30,27
232578,380,404,532,0,86.1,92.25,-332.1,37,27
232747,-2040,856,368,0,85.35,88.5,-330.75,37,27
232928,-1080,-420,-192,0,60.45,76.65,-327.9,41,27
232962,-992,12,-388,0,49.05,75.6,-336.15,37,27
233112,-720,684,-76,0,44.7,75.75,-337.2,48,27
233274,-380,404,24,0,45.15,76.35,-334.35,48,27
233306,-724,628,100,0,45.15,74.25,-344.55,56,27
233458,-760,812,44,0,53.4,73.2,-348.6,75,27
233642,-1016,952,-76,0,70.8,77.55,-350.1,48,27
233694,-1128,660,20,0,75.45,80.85,-346.95,48,27
233850,-1104,616,-140,0,76.2,81.6,-346.35,22,27
233942,-1104,208,48,0,76.2,84.45,-329.55,37,27
234103,-976,168,132,0,76.35,87.3,-320.4,48,27
234356,-748,-24,-484,0,81,97.35,-319.05,52,27
234394,-960,-112,-352,0,81.45,99.45,-318.6,56,27
234541,-980,104,-372,0,81,99.3,-318.75,60,27
234628,-940,172,-356,0,80.25,100.05,-316.5,37,27
234795,-892,164,-320,0,80.55,102.6,-314.85,48,27
234858,-1104,96,-56,0,81.15,104.7,-315.15,18,27
235025,-1208,4,164,0,80.4,103.95,-314.4,30,27
235186,-1000,244,172,0,77.55,97.05,-314.55,26,27
235218,-900,348,0,0,74.1,93.3,-316.05,52,27
235370,-1032,728,40,0,72.9,91.35,-317.4,41,27
235418,-988,788,-60,0,69.9,88.95,-319.5,45,27
235578,-812,980,-56,0,64.05,82.8,-325.5,33,27
235739,-560,692,4,0,52.2,80.1,-330.9,33,27
235770,-576,440,-56,0,50.55,79.95,-331.95,41,27
235923,-1660,116,44,0,53.1,80.1,-331.5,26,27
236085,-2004,984,-84,0,65.25,79.65,-339,41,27
236118,76,2040,2040,0,66.45,76.65,-368.7,52,27
236269,-64,192,2040,0,46.2,72.15,-404.55,41,27
236430,-2004,408,1028,0,16.95,89.55,-349.8,52,27
236464,-2040,-2040,-944,0,21.3,100.8,-320.7,56,27
236614,-2040,2040,-316,0,32.4,90.3,-330.45,101,27
236776,-96,2040,-1940,0,14.85,109.35,-357.15,93,27
236810,-1060,-492,632,0,-51.75,118.8,-286.05,108,27
236960,36,940,2040,0,-44.85,112.95,-301.65,71,27
237121,-2036,2040,-204,0,21.75,127.05,-336.75,67,27
237154,-2040,-2040,-292,0,-51.15,139.8,-247.2,86,27
237306,-488,2040,1388,0,-32.7,130.8,-276,52,27
237490,-156,1860,180,0,-36.75,127.35,-314.85,33,27
237522,-164,-80,460,0,-48.75,129.75,-276,60,27
237674,-396,1020,-552,0,-54.3,135.75,-268.5,37,27
237722,-2040,488,-552,0,-41.7,133.05,-261.75,30,27
237882,1132,2040,916,0,-21.45,130.5,-292.5,18,27
238066,-36,540,392,0,-39.15,124.95,-313.05,33,27
238098,-1124,1692,-704,0,-54,129.6,-281.85,33,27
238253,-2028,1056,-452,0,-42.9,130.2,-271.35,30,27
238412,56,256,1284,0,-23.4,128.4,-296.1,37,27
238446,204,2040,176,0,-23.1,127.8,-338.7,41,27
238619,-1768,1480,32,0,-37.65,120.75,-327,18,27
238666,-752,1036,-724,0,-30,123.45,-301.65,30,27
238826,-8,236,-156,0,-29.1,124.8,-295.5,22,27
238866,-388,600,-24,0,-27.75,124.35,-293.55,15,27
239034,-940,1132,252,0,-22.35,126.15,-293.85,7,27
239090,-624,632,184,0,-21.15,126.45,-296.4,33,27
239241,-1084,688,496,0,-22.35,125.4,-307.2,22,27
239322,-1028,616,308,0,-26.4,128.85,-325.95,41,27
239494,-936,496,456,0,-31.8,131.1,-335.85,33,27
239530,-560,628,248,0,-34.65,129.75,-338.25,15,27
239679,-792,412,488,0,-34.05,129.6,-335.4,37,27
240024,-1260,476,80,0,-16.35,131.55,-287.4,37,27
240076,-520,456,-208,0,-15.75,131.4,-285.75,37,27
240232,-472,692,-124,0,-15.6,130.5,-288.15,22,27
240393,-652,788,-176,0,-22.95,126.6,-297.45,30,27
240426,-648,960,-136,0,-32.4,124.65,-309.45,11,27
240577,-696,836,16,0,-42.45,124.65,-321,41,27
240762,-780,660,40,0,-49.35,127.95,-336.9,52,27
240794,-476,792,352,0,-48.45,127.5,-338.7,52,27
240946,-748,432,56,0,-46.8,128.7,-338.55,41,27
240994,-1256,592,300,0,-37.65,127.5,-332.4,52,27
241153,-1480,504,240,0,-19.65,129.45,-309.9,30,27
241194,-672,508,-16,0,-10.2,132.45,-295.5,33,27
241361,-792,244,-120,0,-7.2,136.35,-289.05,22,27
241522,-816,672,-616,0,-2.55,139.65,-291.6,18,27
