Time (seconds),X_accel,Y_accel,Z_accel,X_mag,Y_mag,Z_mag,light,sound,temp
57.11,-64,176,-992,62.85,85.35,-40.2,138,60,25
57.15,-64,176,-1008,63.45,84.9,-39.6,139,41,25
57.18,-64,176,-1008,63.15,85.8,-40.35,139,30,25
57.20,-64,176,-1008,63.9,85.5,-39.9,138,33,25
57.22,-48,176,-992,62.85,85.65,-39.6,139,18,25
57.25,-48,160,-992,62.55,85.2,-39.9,138,37,25
57.28,-64,176,-976,62.55,85.65,-39.9,139,22,25
57.32,-64,192,-992,62.4,85.2,-39.75,143,22,25
57.34,-64,208,-992,63.15,84.6,-39.15,139,45,25
57.37,-64,176,-1008,63.45,85.35,-39.75,139,56,25
57.39,-48,176,-1008,62.4,85.65,-39.9,139,56,25
57.42,-64,192,-992,62.4,84.6,-39.6,139,52,25
57.46,-64,192,-992,62.7,84.75,-38.85,138,33,25
57.49,-64,176,-992,62.85,85.05,-41.4,139,41,25
57.51,-64,192,-976,63,85.5,-39.75,138,22,25
57.54,-48,192,-1008,62.4,84.6,-38.7,138,30,25
57.56,-48,192,-992,62.85,85.35,-40.2,138,30,25
57.58,-64,160,-992,62.7,85.5,-40.35,138,56,25
57.63,-64,176,-976,62.4,84.75,-39.75,143,52,25
57.65,-64,176,-992,62.25,85.35,-38.7,138,33,25
57.68,-48,176,-976,62.1,85.65,-39.3,140,52,25
57.70,-64,192,-992,63.15,85.05,-40.35,138,33,25
57.72,-64,192,-992,62.25,84.75,-39.45,140,37,25
57.77,-64,176,-976,63.15,84.75,-40.35,140,56,25
57.79,-64,160,-992,62.1,85.2,-39.9,142,33,25
57.82,-48,176,-992,61.65,85.95,-40.35,140,48,25
57.84,-48,192,-976,62.7,84.6,-40.2,138,41,25
57.87,-64,176,-976,63.75,85.05,-40.35,139,37,25
57.89,-48,176,-992,63,85.35,-39.6,139,30,25
57.94,-64,192,-992,62.4,85.05,-39.75,140,48,25
57.96,-48,176,-1008,62.55,84.9,-40.05,138,30,25
57.98,-64,176,-976,63.3,84.9,-40.5,140,26,25
58.01,-64,192,-976,62.7,84.75,-40.05,138,37,25
58.03,-64,192,-1008,62.85,84.75,-39.6,139,33,25
58.08,-64,192,-976,63.15,85.35,-40.05,138,41,25
58.10,-64,160,-992,63.3,85.35,-39.9,139,26,25
58.12,-48,176,-1008,62.55,84.6,-40.65,138,37,25
58.15,-64,176,-1008,62.85,85.05,-40.5,139,37,25
58.18,-64,176,-992,62.55,84.6,-40.8,138,41,25
58.22,-48,176,-992,63,85.8,-40.2,143,45,25
58.24,-64,208,-1008,62.25,85.05,-40.05,142,41,25
58.27,-48,192,-976,63.45,85.65,-39.9,139,30,25
58.29,-48,192,-992,63,85.65,-39.45,139,26,25
58.32,-64,192,-976,62.25,85.5,-40.2,139,37,25
58.34,-64,192,-1008,62.85,85.05,-40.2,142,26,25
58.39,-48,176,-992,62.7,85.2,-41.4,139,30,25
58.41,-48,176,-992,63.45,85.5,-40.05,138,45,25
58.44,-64,176,-976,63,85.2,-39.6,139,37,25
58.46,-48,160,-992,61.95,85.05,-40.5,139,45,25
58.48,-64,192,-992,62.55,84.9,-39.15,138,52,25
58.51,-64,176,-992,62.55,85.8,-40.65,138,52,25
58.55,-64,176,-976,62.25,85.35,-40.8,138,45,25
58.58,-64,176,-992,62.7,84.6,-39.9,138,41,25
58.60,-48,176,-1008,62.1,84.3,-39.9,138,45,25
58.62,-48,176,-992,61.95,84.45,-41.1,139,56,25
58.65,-64,160,-992,62.7,85.65,-40.2,138,45,25
58.69,-64,160,-1008,62.7,84,-40.2,138,45,25
58.72,-64,160,-992,62.25,85.05,-39.15,139,33,25
58.75,-64,192,-1008,63.3,85.05,-40.05,137,30,25
58.77,-64,176,-976,63.3,84.75,-40.65,139,48,25
58.80,-64,176,-992,63.3,85.05,-39.6,138,48,25
58.82,-64,192,-976,62.4,85.5,-39.9,142,41,25
58.86,-64,192,-1008,63,84.3,-40.05,138,60,25
58.89,-64,176,-992,63.75,85.2,-40.95,138,30,25
58.91,-48,176,-992,62.85,84.75,-40.35,138,48,25
58.94,-48,192,-992,62.85,85.8,-41.25,138,41,25
58.96,-64,192,-1008,62.85,84.75,-39.3,138,30,25
59.00,-64,176,-1008,62.55,85.8,-40.5,138,30,25
59.03,-48,192,-992,62.25,85.35,-39.75,138,45,25
59.05,-64,192,-992,63,85.35,-39.9,138,52,25
59.08,-48,176,-976,62.25,85.65,-40.5,137,33,25
59.11,-64,176,-992,62.4,84.6,-40.35,139,37,25
59.13,-64,176,-992,62.55,85.2,-39.75,138,41,25
59.35,-48,192,-992,62.4,84.75,-40.5,142,52,25
59.37,-64,192,-992,62.55,84.3,-39.45,138,45,25
59.53,-48,176,-1008,62.85,84.6,-40.05,138,41,25
59.56,-48,176,-992,62.7,85.65,-39.15,139,22,25
59.58,-64,192,-992,62.7,85.5,-39.9,139,33,25
59.62,-48,176,-976,62.4,84.45,-40.35,139,33,25
59.65,-64,160,-992,63.45,85.8,-40.8,142,41,25
59.68,-48,192,-976,62.1,85.5,-39.6,139,71,25
59.70,-64,176,-1008,63.45,84.75,-40.2,138,67,25
59.72,-64,176,-992,61.95,84.9,-39.75,143,45,25
59.75,-64,176,-1008,63,84.9,-40.2,138,45,25
59.79,-64,160,-992,61.8,84.75,-39.15,139,52,25
59.82,-48,192,-992,62.55,84.9,-39.45,140,45,25
59.84,-64,192,-1008,63.15,84.45,-40.2,139,41,25
59.87,-64,176,-976,62.4,85.05,-39.3,139,45,25
59.89,-64,176,-992,63.3,84.6,-40.2,139,56,25
59.94,-64,176,-992,63,85.2,-40.2,139,52,25
59.96,-48,176,-992,63,85.95,-39.9,139,60,25
59.99,-48,176,-992,62.85,84.75,-40.2,139,45,25
60.01,-64,176,-1008,62.85,86.25,-39.75,139,45,25
60.04,-64,176,-992,62.25,86.1,-39.9,139,30,25
60.06,-48,192,-976,62.85,84.6,-39.9,139,37,25
60.10,-64,176,-1008,63,85.8,-39.75,138,33,25
60.13,-64,192,-976,62.55,84.9,-39.6,138,56,25
60.16,-64,176,-1008,63,85.65,-40.5,139,82,25
60.18,-80,176,-992,62.55,85.8,-40.5,138,82,25
60.20,-64,192,-1008,62.55,85.05,-39.15,138,82,25
60.25,-64,176,-992,62.1,84.6,-39.15,143,48,25
60.27,-64,176,-976,61.35,85.5,-40.05,138,48,25
60.30,-64,176,-992,63.15,86.4,-39.6,139,52,25
60.32,-64,192,-1008,62.55,84.9,-39.45,142,52,25
60.35,-64,192,-1008,62.7,84.3,-39.45,139,41,25
60.38,-64,192,-992,62.55,85.35,-39.9,141,37,25
60.42,-48,176,-1024,62.1,85.35,-40.2,138,41,25
60.44,-64,176,-1008,61.65,84.9,-40.2,139,48,25
60.47,-64,176,-992,62.7,85.05,-40.8,138,45,25
60.49,-64,160,-1008,62.85,85.5,-41.1,139,37,25
60.52,-48,192,-1008,61.35,85.05,-39.9,138,33,25
60.56,-64,176,-1024,62.25,85.35,-40.2,142,56,25
60.58,-48,160,-992,63,85.35,-40.65,138,45,25
60.61,-64,192,-976,62.1,84.6,-40.5,138,56,25
60.63,-48,176,-976,63.45,85.2,-40.05,138,48,25
60.66,-64,176,-992,62.55,85.5,-39.75,138,33,25
60.68,-64,192,-992,62.85,85.2,-40.05,138,37,25
60.73,-80,176,-992,63,85.2,-40.5,142,30,25
60.75,-64,144,-976,63.15,85.65,-40.5,141,45,25
60.78,-64,192,-976,63,84,-40.2,139,41,25
60.80,-64,192,-1008,63.3,85.5,-40.35,138,37,25
60.83,-64,192,-1008,63.45,85.2,-40.2,142,48,25
60.87,-48,176,-992,62.55,85.5,-39.75,138,60,25
60.90,-64,160,-976,63,84.9,-40.2,138,56,25
60.92,-64,176,-1008,62.25,85.35,-39.9,139,45,25
60.94,-48,176,-992,63.3,85.5,-39.3,137,30,25
60.97,-64,192,-976,62.7,85.95,-40.8,138,41,25
60.99,-32,176,-992,62.85,84.3,-40.05,138,22,25
61.04,-64,192,-992,61.65,85.2,-39.3,139,41,25
61.06,-48,176,-992,62.4,85.95,-41.1,137,60,25
61.09,-48,176,-992,62.55,85.5,-40.65,138,56,25
61.11,-80,192,-976,62.1,85.5,-39.9,137,63,25
61.14,-48,176,-992,62.85,84.6,-40.65,138,56,25
61.18,-64,176,-992,62.1,85.5,-40.2,138,48,25
61.20,-48,160,-1008,61.65,85.35,-40.2,142,37,25
61.23,-48,160,-992,63.3,85.5,-40.65,137,33,25
61.25,-48,160,-976,63.45,84.3,-40.35,139,45,25
61.28,-48,176,-992,63.3,85.2,-39.75,137,30,25
61.30,-64,176,-1008,62.85,84.45,-40.2,139,22,25
61.35,-64,176,-976,63.3,85.5,-40.5,138,56,25
61.37,-48,192,-992,62.7,84.9,-40.35,137,60,25
61.40,-64,160,-1008,62.85,85.35,-39.9,138,56,25
61.42,-48,192,-1008,62.55,84.45,-39.75,138,56,25
61.45,-64,192,-992,63.9,86.4,-40.65,138,48,25
61.50,-48,176,-992,62.4,85.2,-40.35,137,52,25
61.52,-64,192,-976,63.45,84.75,-40.65,138,56,25
61.55,-64,192,-992,62.4,85.5,-40.2,138,45,25
61.58,-64,160,-992,63.6,85.8,-40.05,138,18,25
61.60,-48,176,-1008,62.4,85.95,-39.9,138,37,25
61.62,-80,192,-976,61.65,85.65,-40.8,142,33,25
61.67,-48,192,-992,62.85,85.65,-40.2,138,30,25
61.69,-64,176,-1008,63,84.9,-40.05,137,37,25
61.72,-48,176,-992,61.8,85.95,-40.2,138,30,25
61.74,-64,176,-992,62.4,85.2,-40.5,137,48,25
61.76,-64,160,-992,62.7,84.75,-39.9,139,52,25
61.81,-64,192,-1008,62.55,85.35,-39.75,138,30,25
61.84,-64,176,-976,62.25,85.35,-39.45,138,30,25
61.86,-64,192,-992,62.4,85.65,-40.65,138,33,25
61.89,-64,176,-992,62.85,85.05,-40.05,139,30,25
61.91,-64,176,-992,63.45,85.35,-39.9,137,37,25
61.94,-48,176,-992,63.15,84.3,-39.9,139,41,25
62.16,-48,192,-992,63.15,84.75,-41.1,139,33,25
62.18,-64,176,-1008,62.1,85.8,-39.9,138,22,25
62.21,-64,192,-992,63,84.9,-39.6,143,33,25
62.24,-48,192,-992,61.95,85.2,-40.05,138,33,25
62.26,-64,192,-992,63.6,85.05,-40.35,139,41,25
62.30,-64,176,-976,61.8,85.2,-40.35,139,41,25
62.33,-48,176,-1008,62.1,85.05,-40.5,138,22,25
62.35,-80,160,-976,62.7,85.2,-40.05,138,41,25
62.38,-48,176,-1024,62.85,85.5,-40.5,138,22,25
62.40,-64,192,-992,62.1,84.3,-40.35,138,30,25
62.42,-64,192,-1008,63.45,85.35,-40.05,139,26,25
62.47,-64,192,-992,62.7,84.9,-40.35,142,30,25
62.49,-64,192,-976,62.55,85.5,-39.6,139,22,25
62.52,-64,192,-1008,62.25,84.45,-40.2,138,41,25
62.54,-80,176,-976,62.4,84,-39.75,138,33,25
62.57,-64,160,-992,63,85.65,-40.5,138,33,25
62.62,-32,176,-1008,62.7,85.35,-40.65,138,33,25
62.64,-64,160,-1024,63.45,85.5,-40.65,138,26,25
62.67,-48,176,-1008,63.15,85.65,-40.2,139,26,25
62.69,-32,192,-992,62.4,84.9,-39.9,137,37,25
62.72,-64,176,-992,62.25,84.45,-39.75,140,33,25
62.74,-64,192,-992,61.8,85.65,-40.35,137,37,25
62.78,-64,160,-992,62.55,85.2,-40.2,138,41,25
62.81,-64,176,-992,62.25,85.8,-39.6,138,33,25
62.83,-64,176,-1008,62.85,85.35,-40.2,138,30,25
62.86,-80,160,-992,62.55,84.6,-40.2,137,26,25
62.88,-64,192,-1008,63,84.6,-40.65,139,15,25
62.92,-64,192,-992,63.15,84.6,-40.05,137,37,25
62.95,-64,192,-992,62.7,85.65,-39.45,137,30,25
62.98,-48,192,-992,63,85.35,-39.6,139,37,25
63.00,-64,192,-1008,62.55,84.45,-40.5,137,26,25
63.02,-64,176,-992,63.15,84.75,-40.35,137,37,25
63.05,-64,192,-1008,61.95,84.75,-40.05,137,41,25
63.10,-64,192,-976,63.3,85.5,-39.15,141,63,25
63.12,-64,176,-1008,62.25,85.2,-39.75,138,37,25
63.14,-48,160,-992,63.15,85.05,-39.9,138,52,25
63.17,-48,192,-992,63,85.5,-40.05,138,56,25
63.19,-64,176,-992,62.55,85.2,-40.2,137,41,25
63.24,-64,192,-1008,63.15,83.85,-40.65,137,56,25
63.26,-64,176,-992,62.7,84.6,-39.6,137,48,25
63.28,-48,192,-992,61.95,85.05,-40.35,137,48,25
63.31,-48,176,-1008,62.55,85.35,-40.5,137,52,25
63.33,-64,176,-1040,62.55,85.05,-40.2,137,63,25
63.36,-48,176,-992,62.55,85.5,-40.05,136,41,25
63.40,-64,176,-976,62.7,85.35,-40.65,136,41,25
63.43,-48,192,-992,63.15,84.9,-40.2,136,30,25
63.45,-64,192,-1008,62.25,84.6,-40.2,135,52,25
63.48,-64,176,-992,63.15,84.75,-40.05,135,41,25
63.50,-48,192,-992,62.7,85.2,-39.15,136,41,25
63.54,-48,176,-992,62.1,84.9,-41.1,139,52,25
63.57,-48,176,-992,62.55,85.65,-39.9,136,45,25
63.60,-64,160,-1008,63,84.9,-40.2,135,45,25
63.62,-64,160,-992,61.95,84.45,-40.35,137,37,25
63.64,-48,176,-992,63.45,85.95,-40.05,135,30,25
63.67,-64,160,-992,62.7,85.5,-40.8,136,41,25
63.71,-48,192,-1008,62.25,84.9,-40.05,136,41,25
63.74,-64,192,-976,61.95,84.9,-39.45,135,30,25
63.76,-64,176,-992,62.4,84.75,-40.5,136,33,25
63.79,-64,192,-976,63.15,84.9,-39.9,140,45,25
63.81,-64,176,-1024,63,85.2,-40.2,140,45,25
63.86,-64,192,-992,62.85,84.6,-40.35,135,41,25
63.88,-64,192,-992,63.45,84.75,-40.5,136,18,25
63.90,-48,176,-992,63,85.05,-40.2,135,37,25
63.93,-48,176,-1008,62.55,84.9,-41.4,135,30,25
63.95,-64,192,-992,63,85.65,-41.1,136,18,25
63.98,-64,160,-1008,62.55,84.75,-40.05,135,22,25
64.02,-64,176,-1024,62.4,85.05,-40.8,136,60,25
64.04,-64,176,-992,63.6,85.65,-39.6,136,56,25
64.07,-64,192,-1008,63.45,85.35,-40.2,136,52,25
64.09,-64,208,-1008,63,84.3,-39.6,136,52,25
64.12,-64,176,-992,63.15,84.75,-40.95,136,45,25
64.16,-48,192,-1008,61.8,84.45,-40.2,140,33,25
64.19,-64,160,-1008,63.15,85.2,-40.5,137,37,25
64.22,-64,176,-976,63.3,85.65,-40.35,136,37,25
64.24,-48,160,-992,62.55,85.05,-40.35,137,7,25
64.26,-64,176,-992,63,84.9,-39.6,136,30,25
64.29,-48,176,-1008,62.4,84,-40.05,137,26,25
64.33,-64,176,-992,62.4,85.5,-39.9,135,37,25
64.36,-48,176,-992,62.7,84.75,-40.2,135,26,25
64.38,-48,176,-976,62.55,84.9,-39.75,135,33,25
64.40,-48,176,-1008,62.85,85.65,-40.05,135,33,25
64.43,-64,176,-992,62.4,85.05,-38.85,135,30,25
64.48,-48,192,-1024,62.4,84.6,-40.35,135,67,25
64.50,-64,192,-1008,62.4,84.75,-40.5,135,71,25
64.53,-64,192,-992,62.4,84,-39.75,136,75,25
64.55,-64,176,-992,62.85,85.8,-40.65,135,86,25
64.58,-64,176,-976,61.95,84.45,-40.05,136,71,25
64.60,-64,160,-1008,62.7,84.75,-40.8,135,86,25
64.81,-64,192,-1008,63.9,84.9,-40.5,135,48,25
64.83,-64,208,-992,63.3,84.6,-39.6,135,56,25
64.86,-64,176,-976,62.7,84.9,-40.65,135,71,25
64.88,-48,192,-992,62.4,84.9,-40.05,137,60,25
64.90,-48,160,-992,62.4,84.75,-40.05,136,86,25
64.95,-64,176,-992,62.4,84.6,-40.65,136,60,25
64.98,-48,176,-976,62.55,84.9,-41.4,137,48,25
65.00,-48,192,-992,62.1,84.6,-40.65,137,52,25
65.03,-64,176,-992,63,85.95,-39.45,136,56,25
65.05,-48,176,-992,63,85.8,-40.5,137,52,25
65.08,-48,192,-992,63.15,84.6,-40.05,136,63,25
65.12,-64,176,-992,62.55,85.05,-40.05,136,75,25
65.14,-48,176,-992,63.6,85.2,-40.8,141,67,25
65.17,-80,176,-992,62.25,84.75,-40.65,140,56,25
65.20,-64,192,-1008,61.8,85.2,-39.75,138,45,25
65.22,-64,176,-976,62.55,85.35,-39.75,136,60,25
65.27,-48,176,-1008,61.5,85.2,-39.6,136,48,25
65.29,-64,208,-992,63,84.9,-40.35,136,63,25
65.32,-64,192,-992,62.85,84.75,-40.35,136,75,25
65.34,-64,160,-976,62.4,85.65,-39.45,136,71,25
65.37,-48,160,-992,62.85,85.5,-40.05,136,63,25
65.39,-48,192,-992,63.3,85.05,-40.5,135,52,25
65.44,-64,160,-992,62.55,84.75,-40.5,134,41,25
65.46,-48,192,-992,62.55,86.1,-39.75,135,37,25
65.48,-64,160,-976,62.1,85.2,-40.5,135,45,25
65.51,-64,176,-992,62.85,85.65,-40.5,135,37,25
65.53,-64,192,-976,62.25,86.1,-39.45,134,41,25
65.56,-64,176,-976,63.15,85.8,-39.9,135,30,25
65.60,-48,176,-976,62.4,85.65,-40.5,135,26,25
65.63,-48,192,-1008,62.4,85.35,-39,134,30,25
65.65,-64,160,-1008,62.25,84.9,-39.9,134,18,25
65.68,-48,192,-992,63,84.75,-40.2,133,22,25
65.70,-48,192,-992,62.7,85.95,-39.9,134,37,25
65.74,-48,176,-992,62.55,84.9,-40.5,138,45,25
65.77,-64,176,-992,62.1,84.3,-40.2,135,33,25
65.79,-32,176,-1008,62.7,84.6,-40.65,134,33,25
65.82,-64,160,-992,63,85.8,-39.9,135,30,25
65.84,-48,192,-992,62.4,84.6,-39.9,134,37,25
65.87,-64,192,-992,63.3,85.95,-40.65,135,33,25
65.91,-64,192,-1024,63,85.5,-40.5,135,33,25
65.94,-48,176,-1008,62.4,85.2,-40.95,134,7,25
65.96,-48,192,-1008,63,84.6,-40.35,134,15,25
65.98,-64,192,-992,63,84.75,-40.35,135,15,25
66.01,-64,192,-992,61.5,84.6,-40.5,135,18,25
66.06,-64,176,-992,62.85,84.75,-40.35,135,30,25
66.08,-64,192,-992,62.4,85.8,-40.35,134,33,25
66.11,-48,176,-976,63.15,84.9,-40.35,135,22,25
66.13,-48,160,-1008,62.7,85.35,-39.6,134,15,25
66.16,-64,192,-992,62.25,85.35,-40.95,135,15,25
66.18,-64,176,-992,63.6,85.2,-40.05,134,33,25
66.23,-64,192,-992,62.25,84.9,-40.35,134,33,25
66.25,-64,176,-1024,62.85,84.75,-40.35,135,26,25
66.28,-64,176,-992,61.8,84.9,-39.45,134,11,25
66.30,-48,160,-1024,62.25,85.5,-39.6,134,22,25
66.32,-48,192,-992,62.7,85.65,-40.05,134,22,25
66.37,-48,192,-976,62.7,84.9,-39.9,134,37,25
66.40,-64,176,-1008,62.55,85.05,-41.1,134,22,25
66.43,-48,192,-1008,62.1,84.6,-40.2,134,37,25
66.45,-64,176,-992,62.85,85.95,-41.1,134,18,25
66.48,-64,192,-976,61.95,84.45,-40.05,134,11,25
66.50,-64,176,-976,61.65,84.9,-40.35,135,37,25
66.54,-48,176,-992,63,85.35,-40.5,134,26,25
66.57,-64,192,-1008,62.85,85.35,-40.5,134,30,25
66.59,-48,176,-1024,62.25,85.05,-40.35,134,18,25
66.62,-64,160,-976,61.65,85.65,-40.35,134,22,25
66.64,-64,176,-976,62.4,85.05,-40.2,134,26,25
66.69,-64,176,-976,63.3,84.15,-40.05,135,41,25
66.71,-64,192,-1008,63.15,84.9,-40.65,134,26,25
66.74,-48,176,-992,63,84.45,-40.8,135,15,25
66.76,-48,192,-976,62.85,85.95,-39.6,134,22,25
66.78,-48,192,-1008,61.8,84.45,-39.9,135,26,25
66.81,-64,176,-992,63,84.75,-40.05,133,37,25
66.85,-64,176,-992,62.7,85.05,-40.5,134,26,25
66.88,-64,192,-1008,63.45,84.45,-40.5,135,18,25
66.91,-64,192,-976,62.25,85.2,-40.8,134,26,25
66.94,-48,176,-1008,63.3,84.45,-40.5,135,22,25
66.96,-48,160,-1008,61.8,85.2,-40.2,139,26,25
67.00,-64,192,-1008,62.4,85.05,-40.05,134,56,25
67.03,-64,192,-992,62.85,85.35,-40.2,135,56,25
67.05,-64,160,-1008,63.75,84.75,-40.5,134,63,25
67.08,-48,192,-1008,63.15,84.75,-40.5,138,48,25
67.10,-64,176,-992,62.55,84.75,-40.05,139,56,25
67.12,-64,160,-976,62.7,84.6,-40.5,134,56,25
67.17,-64,176,-1008,63.15,86.25,-40.05,134,56,25
67.19,-64,192,-1008,62.85,84.9,-40.35,135,41,25
67.22,-64,176,-1008,62.7,85.05,-40.35,134,63,25
67.24,-64,192,-992,61.95,84.75,-41.1,135,56,25
67.27,-64,192,-992,62.55,85.8,-40.35,134,63,25
67.48,-48,192,-1008,62.7,85.35,-41.1,134,33,25
67.50,-48,176,-992,62.7,85.05,-40.8,138,30,25
67.53,-48,192,-992,63.45,84.3,-40.95,133,41,25
67.55,-64,176,-992,62.7,84.6,-40.8,135,30,25
67.58,-64,192,-976,62.85,85.5,-40.5,133,48,25
67.60,-64,192,-992,62.7,85.2,-40.05,135,33,25
67.64,-48,176,-992,62.85,85.8,-40.95,134,30,25
67.67,-64,208,-1008,62.25,85.35,-40.2,134,45,25
67.69,-64,176,-1008,62.25,85.35,-39.45,134,37,25
67.72,-80,192,-992,62.1,84.75,-40.65,134,37,25
67.74,-64,176,-992,63.3,84.6,-40.05,134,48,25
67.78,-64,176,-1008,62.55,84.3,-40.35,138,52,25
67.81,-48,144,-912,62.25,85.05,-40.2,133,63,25
67.83,-48,160,-976,62.4,84.3,-41.1,134,60,25
67.86,-48,176,-1040,62.85,84.45,-39.9,133,48,25
67.89,-48,176,-1008,63.75,85.5,-40.65,134,56,25
67.93,-48,176,-976,63.15,85.65,-39.9,134,37,25
67.96,-64,192,-1008,62.55,85.2,-39.9,133,33,25
67.98,-64,176,-992,62.25,85.65,-40.65,134,37,25
68.00,-64,176,-976,62.55,85.05,-40.5,134,33,25
68.03,-48,160,-992,63.3,84.6,-40.8,134,33,25
68.06,-48,176,-976,62.7,84.75,-40.95,133,37,25
68.10,-64,176,-1008,62.85,85.2,-40.05,134,33,25
68.13,-48,176,-1024,63,85.05,-40.2,134,33,25
68.15,-64,176,-992,63.3,85.2,-40.5,134,48,25
68.18,-80,160,-1008,61.95,85.35,-40.65,134,33,25
68.20,-64,176,-976,62.1,85.5,-40.2,138,33,25
68.25,-48,176,-992,62.4,85.05,-39.6,134,30,25
68.27,-80,192,-992,63.45,85.65,-40.8,134,52,25
68.30,-64,160,-992,63.3,84.75,-41.25,134,60,25
68.32,-64,176,-1008,62.55,85.5,-40.5,134,41,25
68.35,-48,176,-992,62.7,84.9,-40.8,135,41,25
68.37,-64,160,-992,62.55,84.75,-40.2,133,90,25
68.42,-64,192,-1024,62.4,85.05,-40.65,135,33,25
68.44,-64,160,-1008,62.7,85.65,-40.05,133,33,25
68.46,-64,176,-992,62.7,85.05,-40.05,134,26,25
68.49,-64,160,-976,63.45,85.2,-40.5,134,18,25
68.51,-64,192,-992,62.7,85.35,-39.75,134,30,25
68.56,-48,176,-976,63.3,85.35,-40.5,135,33,25
68.58,-48,160,-1008,63.15,84.75,-40.2,134,33,25
68.61,-64,192,-1040,62.25,84.75,-40.05,134,30,25
68.64,-48,176,-992,62.25,85.65,-39.75,134,22,25
68.66,-64,176,-976,63,85.5,-40.65,134,33,25
68.69,-64,176,-992,63,85.2,-40.35,134,33,25
68.73,-64,176,-992,62.7,85.2,-40.05,135,33,25
68.76,-64,176,-992,63.45,85.05,-40.65,138,30,25
68.78,-64,176,-992,62.4,84,-40.05,134,41,25
68.80,-64,192,-992,63,84.75,-40.5,134,33,25
68.83,-48,192,-1008,62.7,86.25,-40.5,134,30,25
68.88,-80,192,-1008,62.25,85.05,-39.9,135,33,25
68.90,-64,160,-976,63,85.35,-40.35,135,22,25
68.92,-64,176,-1008,63,84.3,-40.5,135,37,25
68.95,-64,208,-1008,62.85,85.65,-40.95,134,37,25
68.98,-64,176,-1008,62.55,84.3,-39.6,135,30,25
69.00,-48,160,-992,63.3,85.05,-39.75,134,33,25
69.04,-48,208,-1008,62.85,85.95,-40.2,135,63,25
69.07,-64,160,-1008,62.25,85.2,-40.35,134,67,25
69.10,-48,176,-1024,62.4,84.15,-40.65,136,63,25
69.12,-64,192,-992,63.15,85.05,-40.2,136,63,25
69.15,-48,176,-992,63.3,84.75,-40.35,134,48,25
69.19,-64,192,-976,62.7,85.8,-39.9,139,37,25
69.22,-80,160,-992,63.3,85.5,-40.35,134,30,25
69.24,-64,176,-1008,62.25,85.2,-40.2,135,45,25
69.26,-64,160,-1024,62.7,85.5,-39.6,135,75,25
69.29,-64,160,-1008,62.25,85.2,-41.1,134,75,25
69.31,-48,160,-992,62.7,84.9,-40.35,135,30,25
69.36,-64,192,-992,62.1,85.95,-40.65,136,45,25
69.38,-64,160,-992,62.7,84.9,-40.8,134,52,25
69.41,-64,160,-992,62.85,85.05,-40.8,136,75,25
69.44,-64,176,-1008,63.9,84.6,-39.9,134,52,25
69.46,-48,176,-1008,63.3,84.6,-40.35,135,37,25
69.50,-64,176,-1008,62.25,85.05,-39.75,135,56,25
69.53,-64,192,-992,63.6,85.05,-39.3,135,41,25
69.56,-80,176,-992,62.55,86.25,-40.5,134,48,25
69.58,-48,192,-992,61.8,85.2,-40.5,135,48,25
69.60,-80,176,-976,62.7,85.35,-40.2,134,71,25
69.63,-48,192,-992,61.8,85.2,-40.5,135,60,25
69.67,-64,176,-1008,61.8,84.9,-40.35,138,56,25
69.70,-48,160,-960,62.55,85.5,-40.35,134,48,25
69.72,-64,176,-1008,62.7,85.05,-40.05,139,56,25
69.74,-48,192,-992,62.85,85.65,-40.05,134,60,25
69.77,-64,160,-992,61.65,84.6,-40.65,135,67,25
69.82,-48,176,-992,63,85.2,-40.65,135,56,25
69.84,-64,160,-992,62.7,84.3,-39.6,134,37,25
69.86,-64,192,-1008,62.4,86.25,-40.2,135,26,25
69.89,-64,160,-1024,62.25,85.05,-40.5,134,37,25
69.91,-48,176,-992,62.7,85.8,-40.65,134,41,25
69.94,-48,176,-992,62.7,84.6,-40.5,135,30,25
70.15,-48,176,-1008,62.55,84.45,-40.35,135,37,25
70.18,-48,192,-992,62.25,84.75,-40.8,134,26,25
70.20,-48,192,-992,62.1,85.05,-39.9,134,41,25
70.23,-80,192,-1008,62.55,85.2,-40.5,134,22,25
70.25,-48,192,-992,63.15,84.9,-39.3,134,30,25
70.30,-64,176,-976,63.15,85.35,-40.8,137,33,25
70.32,-64,192,-992,62.4,85.2,-40.35,134,52,25
70.34,-64,176,-1008,62.7,84.9,-40.05,133,48,25
70.37,-48,176,-1008,62.55,84.75,-40.35,134,41,25
70.39,-64,176,-992,63,84.6,-40.35,134,37,25
70.42,-64,176,-992,63,85.05,-40.2,134,41,25
70.46,-64,160,-992,62.4,84.9,-40.65,131,41,25
70.48,-48,192,-1008,63.15,84.75,-39.75,131,33,25
70.51,-48,192,-992,63.6,85.5,-40.8,130,37,25
70.54,-48,176,-992,62.55,85.5,-41.1,129,45,25
70.56,-64,192,-992,63,85.8,-40.35,128,48,25
70.61,-48,176,-992,62.25,85.5,-40.8,127,48,25
70.63,-48,160,-992,63,85.2,-39.9,127,48,25
70.66,-64,176,-976,62.55,85.05,-39.6,127,48,25
70.68,-64,176,-1008,62.85,85.35,-40.65,126,48,25
70.70,-64,176,-1008,62.4,85.8,-40.2,128,37,25
70.73,-64,192,-976,61.65,85.2,-39.3,128,48,25
70.77,-48,176,-992,62.55,85.5,-40.2,127,41,25
70.80,-64,176,-992,62.7,85.2,-41.85,126,37,25
