Time (seconds),X_accel,Y_accel,Z_accel,X_mag,Y_mag,Z_mag,light,sound,temp
28.80,-48,368,-944,44.25,95.7,1.5,120,52,24
28.82,-32,352,-928,44.4,95.25,2.55,120,37,24
28.85,-32,368,-944,43.65,95.1,1.05,120,52,24
28.90,-32,352,-944,44.25,95.4,1.5,120,48,24
28.92,-48,368,-944,44.4,95.85,2.25,120,41,24
28.95,-32,368,-944,43.65,94.8,1.95,120,30,24
28.97,-16,368,-960,44.1,94.95,2.1,120,26,24
29.00,-32,352,-960,43.65,94.65,1.95,120,22,24
29.02,-32,368,-960,43.95,95.1,1.8,121,37,24
29.07,-16,368,-944,43.5,94.95,1.65,121,45,24
29.09,-48,336,-944,44.1,95.4,2.1,120,33,24
29.12,-32,384,-960,43.65,95.4,2.25,120,37,24
29.14,-32,352,-960,44.25,95.85,1.8,120,37,24
29.16,-48,352,-960,43.95,96.6,2.25,120,37,24
29.19,-32,352,-960,43.95,96,1.5,120,45,24
29.23,-32,368,-960,43.65,95.4,1.5,121,22,24
29.26,-64,368,-944,43.65,94.35,1.5,120,15,24
29.28,-32,352,-944,44.55,96,1.35,126,26,24
29.31,-48,368,-976,43.65,96.15,1.5,120,33,24
29.33,-48,352,-944,43.65,94.35,1.65,120,30,24
29.36,-48,352,-960,44.55,96.15,1.2,120,26,24
29.40,-48,368,-960,43.8,94.65,1.35,120,41,24
29.43,-48,368,-960,44.1,95.25,1.8,120,33,24
29.45,-16,368,-960,44.1,94.95,1.95,120,33,24
29.48,-32,352,-944,44.4,95.4,2.4,120,22,24
29.50,-32,320,-960,43.05,95.25,1.5,120,37,24
29.55,-48,368,-960,43.5,95.25,1.65,120,22,24
29.57,-32,384,-944,43.95,95.85,1.2,120,11,24
29.60,-48,352,-944,43.65,95.25,1.65,120,26,24
29.62,-48,368,-944,44.7,94.5,1.5,120,22,24
29.64,-32,368,-944,44.1,96,1.05,120,22,24
29.67,-48,368,-960,43.8,94.8,1.5,120,7,24
29.71,-32,352,-944,44.25,94.5,1.65,120,30,24
29.74,-48,368,-960,43.8,95.55,1.65,121,26,24
29.76,-32,352,-960,44.25,95.4,2.25,124,33,24
29.79,-32,352,-960,43.5,96,2.4,125,26,24
29.81,-32,368,-960,43.35,95.4,1.95,120,18,24
29.84,-64,368,-976,44.55,96.15,2.1,120,45,24
29.88,-32,384,-944,43.8,95.25,2.25,120,41,24
29.90,-32,368,-944,42.9,95.85,2.1,120,33,24
29.93,-48,384,-944,44.25,96.3,2.25,120,33,24
29.95,-48,368,-960,43.05,95.7,1.95,120,30,24
29.98,-48,352,-960,44.55,95.55,2.55,121,33,24
30.00,-32,352,-960,43.95,95.1,1.2,119,30,24
30.04,-32,352,-960,43.5,95.55,1.8,120,22,24
30.07,-32,352,-944,43.5,95.85,1.65,121,30,24
30.09,-32,384,-944,44.55,95.25,1.35,120,33,24
30.12,-32,368,-944,43.65,95.85,2.1,121,30,24
30.14,-48,368,-976,43.5,95.25,2.4,120,26,24
30.19,-48,368,-944,44.25,95.85,1.8,125,22,24
30.22,-32,336,-944,43.5,95.85,2.55,120,37,24
30.24,-32,352,-944,43.8,94.65,1.65,121,26,24
30.27,-48,368,-960,44.25,95.1,1.5,120,30,24
30.30,-48,368,-960,43.95,96,2.25,120,22,24
30.32,-32,352,-960,44.4,94.95,1.95,120,30,24
30.36,-32,368,-960,43.65,95.1,1.95,120,26,24
30.39,-32,368,-960,43.8,95.1,1.5,120,30,24
30.41,-48,368,-944,43.95,95.7,1.8,120,37,24
30.44,-16,352,-976,45,94.95,1.65,119,33,24
30.46,-48,352,-960,43.95,94.65,2.4,120,22,24
30.48,-48,368,-960,44.25,95.1,1.5,120,41,24
30.53,-48,368,-960,43.8,95.85,1.5,124,22,24
30.56,-48,368,-976,44.85,95.7,1.95,120,30,24
30.58,-32,352,-976,43.65,94.95,2.1,120,22,24
30.60,-32,368,-960,44.1,94.2,2.1,121,26,24
30.63,-32,352,-960,43.8,95.4,1.95,120,30,24
30.66,-48,368,-944,44.25,94.95,1.95,120,18,24
30.70,-32,352,-960,43.65,95.55,1.95,121,26,24
30.72,-32,368,-960,43.8,95.85,2.4,120,37,24
30.75,-32,352,-960,44.4,95.4,1.5,121,22,24
30.77,-48,368,-960,43.95,95.7,2.1,120,30,24
30.80,-32,352,-944,44.55,95.25,1.65,120,15,24
30.82,-32,368,-976,44.55,95.7,2.4,124,33,24
30.87,-32,368,-960,44.25,96.15,2.55,120,41,24
30.90,-16,352,-960,44.1,94.8,2.1,124,30,24
30.92,-32,368,-960,44.85,95.7,1.8,120,45,24
30.95,-32,368,-944,44.4,95.1,2.1,120,11,24
30.98,-48,368,-960,43.8,95.4,1.35,120,30,24
31.02,-48,368,-960,43.2,95.7,1.65,126,48,24
31.05,-48,368,-960,44.25,96.3,1.8,119,37,24
31.07,-48,384,-976,44.1,95.4,1.8,121,37,24
31.10,-48,368,-944,44.85,95.55,1.8,119,37,24
31.12,-48,384,-960,44.55,95.1,2.1,120,33,24
31.14,-32,352,-960,45.15,95.25,1.5,125,30,24
31.19,-16,368,-960,44.4,95.55,1.95,120,33,24
31.22,-32,384,-960,44.4,95.55,1.65,120,41,24
31.24,-16,384,-944,43.35,95.85,1.5,121,63,24
31.26,-32,368,-944,44.1,95.85,2.7,119,71,24
31.29,-48,384,-960,45,95.85,0.9,120,101,24
31.31,-32,352,-960,44.25,95.55,2.25,120,75,24
31.52,-48,368,-944,43.95,96.45,1.65,120,93,24
31.54,-48,336,-960,43.5,95.25,2.4,119,63,24
31.56,-32,368,-960,44.25,95.55,0.45,120,82,24
31.59,-32,368,-960,43.8,95.7,1.95,119,90,24
31.62,-48,368,-944,43.8,95.85,1.5,119,82,24
31.64,-32,384,-944,44.55,95.55,1.8,121,82,24
31.68,-32,368,-960,43.95,95.85,1.35,121,56,24
31.71,-32,368,-976,43.35,95.1,1.5,121,48,24
31.73,-32,352,-944,43.05,94.95,1.2,120,63,24
31.76,-32,352,-960,43.2,95.4,1.65,121,48,24
31.78,-48,368,-960,44.25,94.95,2.1,120,45,24
31.82,-32,352,-944,43.95,95.25,2.1,120,52,24
31.85,-48,368,-944,44.25,94.95,1.35,121,82,24
31.87,-32,368,-960,44.85,95.25,1.95,120,86,24
31.90,-32,352,-944,44.25,94.95,2.1,120,82,24
31.93,-48,368,-960,43.8,95.7,1.8,120,60,24
31.95,-32,336,-960,43.2,94.35,1.35,120,41,24
32.00,-32,352,-944,44.55,95.7,2.4,124,63,24
32.02,-32,368,-960,45.15,95.85,1.95,121,60,24
32.04,-64,368,-960,44.1,95.4,2.1,120,63,24
32.07,-32,368,-944,43.95,95.25,1.65,120,41,24
32.09,-16,368,-944,42.6,95.55,1.8,120,22,24
32.12,-16,368,-944,43.8,95.85,2.1,120,30,24
32.16,-32,336,-960,43.5,94.65,2.25,120,26,24
32.18,-32,352,-960,42.75,95.1,2.25,120,48,24
32.21,-32,368,-960,44.25,94.8,2.1,120,63,24
32.23,-32,368,-960,44.7,95.4,1.65,120,67,24
32.26,-32,384,-960,43.5,95.55,2.4,121,52,24
32.29,-16,384,-960,43.35,95.85,1.35,121,75,24
32.32,-32,368,-944,44.1,96.15,1.95,120,63,24
32.35,-32,368,-960,43.35,95.25,1.65,124,71,24
32.38,-48,368,-960,43.8,96.15,2.1,120,71,24
32.40,-16,384,-960,43.5,96.3,2.25,120,90,24
32.42,-32,384,-944,44.25,95.25,2.25,125,86,24
32.47,-32,352,-960,44.4,95.85,1.65,121,78,24
32.49,-32,368,-944,43.2,94.95,2.25,120,41,24
32.52,-32,368,-960,44.25,95.55,1.95,120,45,24
32.54,-48,352,-960,43.95,95.4,1.65,120,56,24
32.56,-48,368,-960,43.5,94.95,1.2,120,52,24
32.59,-32,368,-944,42.9,94.95,1.65,120,63,24
32.63,-32,384,-960,44.1,94.95,1.8,124,60,24
32.66,-48,368,-960,43.65,95.25,2.25,121,56,24
32.68,-32,368,-976,44.25,94.65,1.65,119,41,24
32.70,-48,368,-960,43.5,96,1.2,121,93,24
32.73,-32,368,-976,43.8,95.25,1.65,120,56,24
32.76,-64,352,-960,43.65,95.1,2.7,120,86,24
32.80,-16,368,-960,43.65,95.7,1.8,120,41,24
32.82,-48,368,-976,43.2,95.85,1.65,125,33,24
32.85,-16,368,-960,44.25,95.1,1.95,119,45,24
32.87,-32,368,-944,44.1,95.55,1.65,120,41,24
32.90,-32,368,-944,43.65,95.25,2.1,120,45,24
32.94,-48,384,-928,43.95,95.7,1.5,120,67,24
32.97,-32,352,-960,45.3,95.55,1.35,120,82,24
33.00,-48,368,-960,43.65,95.1,1.5,120,60,24
33.02,-48,384,-960,44.85,95.7,1.5,120,60,24
33.04,-16,352,-976,44.55,94.65,1.95,120,37,24
33.07,-48,384,-960,43.35,95.7,1.65,120,41,24
33.11,-64,352,-960,44.4,95.55,1.95,121,45,24
33.14,-48,352,-960,43.65,95.4,1.8,119,45,24
33.16,-48,352,-960,43.95,95.55,0.9,120,48,24
33.19,-32,368,-944,44.7,95.1,1.65,119,45,24
33.22,-48,368,-976,43.65,94.2,1.95,120,45,24
33.24,-48,352,-960,43.65,95.1,1.65,120,33,25
33.28,-32,368,-960,43.65,95.1,1.8,120,45,25
33.31,-32,352,-944,43.35,94.05,2.85,119,37,25
33.34,-32,368,-944,43.2,95.25,1.5,120,45,25
33.36,-32,352,-960,44.55,94.95,1.8,119,37,25
33.38,-32,368,-944,43.35,94.65,1.95,120,56,25
33.42,-32,368,-960,43.65,94.95,1.8,119,52,25
33.45,-16,368,-960,44.1,95.25,1.95,120,45,25
33.48,-48,368,-960,43.95,94.5,2.25,120,45,25
33.50,-32,368,-960,43.5,95.55,1.5,120,33,25
33.52,-48,368,-960,44.1,94.95,1.65,119,30,25
33.55,-48,352,-960,44.55,96.75,1.8,120,41,25
33.59,-32,368,-960,43.95,95.4,1.8,120,22,25
33.62,-32,368,-960,43.95,95.1,2.25,120,26,25
33.64,-48,368,-960,43.8,96.15,2.55,120,18,25
33.67,-32,352,-944,43.95,94.65,2.4,120,41,25
33.69,-32,368,-960,44.7,95.55,1.5,119,26,25
33.72,-32,368,-960,44.1,95.55,2.7,121,30,25
33.76,-48,352,-960,44.4,95.25,2.25,125,22,25
33.79,-48,352,-944,44.55,95.55,1.8,120,18,25
33.81,-48,368,-960,44.55,95.55,1.65,120,26,25
33.84,-32,336,-960,44.4,95.1,2.1,120,30,25
33.86,-48,352,-944,43.95,95.25,1.8,119,26,25
33.88,-32,352,-944,43.65,95.7,1.95,120,37,25
33.93,-32,352,-928,43.95,96.15,1.5,120,33,25
33.95,-48,336,-944,43.95,95.55,1.5,121,18,25
33.98,-48,384,-960,43.2,94.95,1.5,119,37,25
34.00,-48,384,-960,44.1,95.55,2.25,121,41,25
34.03,-48,368,-944,44.1,94.65,1.65,120,67,25
34.26,-32,384,-960,43.65,94.35,1.65,120,60,24
34.28,-48,368,-960,43.8,96.15,1.8,125,60,24
34.30,-32,368,-960,44.25,95.4,1.35,119,56,24
34.33,-48,384,-960,44.7,95.25,1.95,120,56,24
34.36,-32,384,-960,44.85,95.85,1.5,120,52,24
34.38,-32,368,-960,44.4,96.3,2.1,124,56,24
34.42,-48,352,-976,43.95,96,1.2,124,48,24
34.45,-48,368,-944,43.95,95.25,1.95,120,41,24
34.47,-32,352,-928,43.8,95.85,1.8,119,60,24
34.50,-48,368,-960,44.55,96,1.65,120,52,24
34.52,-48,352,-960,44.1,95.4,1.95,120,41,24
34.54,-48,384,-944,45,95.4,1.5,119,52,24
34.59,-32,368,-944,44.7,95.4,1.2,120,45,24
34.62,-48,368,-960,44.25,95.1,1.05,120,37,24
34.64,-32,352,-960,44.25,94.65,1.05,120,41,24
34.66,-64,336,-960,43.65,95.25,1.35,120,52,24
34.69,-48,384,-944,43.5,95.25,1.35,120,37,24
34.72,-48,368,-960,43.95,94.95,1.5,120,33,24
34.76,-64,352,-960,44.7,95.55,1.2,125,56,24
34.79,-32,368,-960,44.4,94.65,1.5,121,78,24
34.81,-32,352,-944,43.8,96.3,1.05,120,82,24
34.84,-16,368,-960,44.1,95.7,1.5,120,67,24
34.86,-32,368,-976,44.1,94.8,1.5,120,67,24
34.88,-48,336,-944,45.15,96.15,1.95,120,67,24
34.93,-16,368,-944,44.4,95.4,1.65,120,63,24
34.95,-32,368,-944,43.2,95.25,1.95,121,78,24
34.98,-16,352,-944,43.8,95.25,1.65,120,71,24
35.00,-32,368,-960,43.2,94.5,1.35,121,48,24
35.03,-32,368,-944,43.5,96,1.5,120,48,24
35.07,-16,368,-944,44.25,95.4,1.2,121,30,24
35.10,-48,384,-960,44.1,94.65,1.95,120,37,24
35.12,-48,368,-944,44.4,94.8,1.2,120,30,24
35.14,-48,352,-944,44.1,95.55,1.8,120,30,24
35.17,-32,368,-944,43.95,95.7,1.8,120,33,24
35.20,-16,336,-944,43.5,95.1,1.65,120,22,24
35.24,-32,384,-960,43.8,95.85,2.1,126,26,25
35.26,-32,384,-960,44.7,95.4,1.05,119,45,25
35.29,-48,352,-960,44.25,95.55,1.2,121,30,25
35.31,-32,368,-944,44.55,96.15,1.35,119,30,25
35.34,-48,352,-960,44.85,96.75,1.5,120,22,25
35.36,-48,384,-944,44.25,96.15,2.1,120,26,25
35.41,-32,368,-960,44.25,96.15,1.8,120,33,25
35.44,-48,384,-960,43.95,94.8,2.55,123,18,25
35.46,-48,352,-944,44.25,95.1,2.25,124,30,25
35.49,-32,368,-976,43.95,95.25,2.1,124,45,25
35.51,-32,368,-944,44.55,95.55,1.35,120,33,25
35.54,-32,368,-960,44.1,95.7,1.8,119,37,25
35.58,-48,368,-928,42.9,96,1.05,119,56,25
35.61,-32,368,-960,43.65,95.55,1.35,119,78,25
35.63,-64,352,-960,44.85,94.65,1.2,120,78,25
35.66,-32,368,-960,44.7,95.55,1.5,119,67,25
35.68,-32,352,-960,43.35,95.7,1.65,119,67,25
35.72,-32,368,-944,44.55,95.55,1.05,119,82,25
35.75,-32,368,-944,43.2,95.85,1.5,119,93,25
35.77,-32,368,-960,43.2,94.8,1.35,119,86,25
35.80,0,352,-944,43.2,96.6,1.65,118,67,25
35.82,16,352,-912,44.7,95.85,0.6,124,30,25
35.85,-32,352,-912,43.95,95.85,2.1,118,56,25
35.89,-32,368,-944,43.95,97.35,1.8,118,82,25
35.92,-32,352,-944,43.95,95.7,2.4,118,82,25
35.94,-48,352,-944,44.1,95.25,1.5,117,86,25
35.96,-32,352,-960,43.2,95.55,2.25,117,97,25
35.99,-32,352,-976,44.1,95.7,1.8,117,67,25
36.01,-32,352,-944,44.1,95.1,1.35,122,86,25
36.06,-48,384,-960,43.8,95.85,1.65,118,90,25
36.08,-32,368,-960,43.65,95.85,0.9,118,86,25
36.10,-32,368,-944,44.7,95.4,1.05,118,63,25
36.13,-32,352,-960,43.8,95.55,1.8,118,78,25
36.15,-48,368,-960,43.95,95.25,1.65,118,63,25
36.18,-48,368,-944,44.55,95.1,1.2,118,48,25
36.22,-48,352,-960,43.95,95.1,1.65,118,45,25
36.25,-48,352,-960,44.1,95.55,2.1,124,52,25
36.27,-32,368,-960,44.85,95.1,1.35,119,60,25
36.30,-32,368,-944,43.8,96.15,1.65,119,67,25
36.32,-32,368,-944,44.4,95.25,1.65,120,67,25
36.37,-32,384,-944,44.7,96,1.2,124,82,25
36.39,-64,368,-960,44.25,95.4,1.5,120,78,25
36.42,-32,352,-960,43.65,95.25,1.2,119,63,25
36.44,-32,384,-960,43.95,96.15,1.5,119,75,25
36.47,-16,368,-976,44.7,96,1.95,119,48,25
36.49,-32,352,-960,43.95,95.55,1.5,120,45,25
36.54,-32,352,-944,44.55,94.8,1.8,120,52,25
36.56,-48,368,-944,44.1,95.55,1.35,120,56,25
36.58,-48,352,-928,45,96,0.9,120,48,25
36.61,-32,384,-944,43.5,95.4,1.35,120,41,25
36.63,-32,368,-960,44.25,95.55,1.65,119,37,25
36.66,-32,352,-960,43.8,95.4,1.2,119,30,25
36.70,-48,368,-944,44.55,95.1,1.2,119,37,25
36.73,-32,368,-960,43.5,94.5,0.9,119,67,25
36.75,-32,352,-960,43.95,95.1,1.05,120,60,25
36.78,-32,352,-944,44.4,95.85,1.5,120,45,25
36.80,-32,368,-944,44.7,95.55,1.2,120,48,25
36.83,-48,368,-960,45.6,95.55,1.8,120,48,25
37.04,-16,368,-960,44.25,95.25,1.2,120,52,25
37.07,-48,352,-960,45,95.7,1.95,119,52,25
37.09,-64,384,-976,44.85,96.3,1.65,120,37,25
37.12,-48,352,-960,43.65,97.2,0.75,124,37,25
37.14,-48,352,-944,44.25,95.4,0.9,120,48,25
37.16,-32,368,-944,43.35,95.55,1.5,124,52,25
37.21,-48,384,-960,44.25,95.55,1.5,121,48,25
37.24,-32,368,-960,44.55,95.4,1.95,119,52,25
37.26,-32,368,-944,44.1,96,0.6,121,48,25
37.29,-32,352,-960,43.35,96,1.2,120,48,25
37.31,-16,368,-944,44.55,96.3,1.95,120,71,25
37.34,-32,368,-944,44.4,95.7,1.95,119,56,25
37.38,-32,368,-944,43.2,95.25,1.5,120,52,25
37.40,-48,368,-944,44.7,95.7,1.8,120,63,25
37.43,-32,352,-960,44.1,96.45,1.35,120,63,25
37.45,-32,352,-944,43.95,95.85,1.5,121,60,25
37.48,-48,352,-944,44.4,95.1,1.05,120,52,25
37.52,-32,352,-944,43.95,94.65,0.9,119,41,25
37.55,-48,368,-960,44.4,95.7,0.3,120,41,25
37.57,-48,352,-944,44.55,95.85,0.75,119,48,25
37.60,-32,368,-960,44.85,95.85,1.65,120,56,25
37.62,-32,352,-928,44.25,96.6,1.35,120,45,25
37.65,-32,368,-960,44.1,95.7,1.05,120,45,25
37.70,-32,384,-944,44.7,96,1.65,120,52,25
37.72,-32,368,-944,45,95.4,1.05,121,45,25
37.74,-32,368,-960,44.25,95.1,1.65,120,52,25
37.77,-16,352,-976,43.65,95.7,0.6,125,45,25
37.79,-48,352,-960,44.4,95.55,1.5,124,33,25
37.82,-32,352,-960,44.1,96.3,1.8,121,37,25
37.86,-48,352,-960,43.65,95.85,1.65,121,48,25
37.89,-16,368,-944,43.95,95.55,1.05,120,41,25
37.92,-16,368,-944,43.95,96,2.25,120,41,25
37.94,-32,384,-976,43.8,95.1,1.2,120,48,25
37.96,-32,368,-960,44.7,95.1,1.5,120,48,25
37.99,-32,368,-960,43.95,96,1.5,121,37,25
38.03,-48,352,-944,44.4,95.55,0.9,120,41,25
38.06,-48,336,-944,45.45,94.65,1.05,121,37,25
38.09,-48,368,-944,44.1,95.4,1.5,120,45,25
38.11,-32,352,-960,44.1,95.7,1.5,121,52,25
38.14,-16,368,-960,43.8,95.4,1.5,120,41,25
38.16,-48,352,-960,44.7,95.7,1.2,120,56,25
38.20,-32,352,-992,43.65,94.8,1.65,124,45,25
38.23,-48,368,-960,44.1,94.95,1.05,120,37,25
38.25,-32,336,-960,43.35,94.35,2.1,119,52,25
38.28,-48,352,-960,43.95,96.3,1.2,121,41,25
38.30,-32,352,-960,43.5,94.8,1.05,120,37,25
38.34,-32,352,-944,44.4,94.65,1.5,120,45,25
38.37,-32,352,-944,44.7,96.15,1.8,120,56,25
38.40,-32,352,-944,44.85,95.25,2.1,120,52,25
38.42,-32,384,-960,44.55,95.25,1.5,124,56,25
38.44,-32,368,-960,44.85,95.4,1.65,120,41,25
38.47,-48,368,-960,44.7,94.5,1.05,124,18,25
38.52,-48,352,-960,44.55,95.25,1.8,119,41,25
38.54,-48,368,-960,43.8,94.5,1.65,120,30,25
38.56,-48,368,-960,43.65,95.7,1.8,120,45,25
38.59,-32,352,-944,43.2,94.95,2.4,120,48,25
38.61,-32,368,-960,43.8,95.25,1.65,119,45,25
38.64,-48,368,-944,43.65,95.55,1.35,119,48,25
38.68,-32,352,-976,44.55,96.45,2.1,120,26,25
38.70,-48,368,-944,44.7,96.15,1.05,119,18,25
38.73,-48,368,-944,44.55,95.1,2.1,120,33,25
38.75,-48,352,-944,44.7,94.8,1.8,120,30,25
38.78,-48,368,-944,44.1,95.25,1.5,121,41,25
38.80,-48,352,-960,43.65,95.85,1.05,120,41,25
38.84,-48,368,-976,44.55,94.95,1.05,120,45,25
38.87,-48,368,-960,43.5,95.25,1.65,119,45,25
38.89,-32,352,-944,44.4,95.85,1.95,124,37,25
38.92,-32,384,-960,43.95,95.85,1.65,120,56,25
38.94,-32,368,-960,43.95,94.95,1.5,120,48,25
38.99,-48,368,-944,44.1,95.25,1.8,120,41,25
39.01,-32,352,-960,43.65,96.6,1.65,120,45,25
39.04,-32,368,-944,43.35,94.8,1.35,120,45,25
39.06,-16,368,-944,44.25,95.7,2.1,119,41,25
39.08,-32,384,-944,43.8,95.55,1.65,120,41,25
39.11,-32,352,-960,43.65,95.25,0.9,119,41,25
39.15,-32,368,-944,44.1,96.3,0.75,119,56,25
39.18,-32,368,-960,44.1,95.55,0.75,120,33,25
39.20,-48,352,-960,43.8,95.7,0.45,119,37,25
39.23,-32,368,-960,44.55,95.25,1.8,119,41,25
39.25,-48,368,-960,43.95,95.7,1.5,120,37,25
39.28,-32,368,-944,44.1,94.65,2.25,119,48,25
39.32,-32,352,-944,43.8,95.85,1.95,120,41,25
39.35,-48,368,-960,43.65,94.65,0.45,121,45,25
39.37,-48,368,-960,43.35,95.4,1.2,124,45,25
39.40,-16,368,-960,44.55,95.25,1.5,120,45,25
39.42,-48,368,-976,43.8,95.25,1.2,124,41,25
39.44,-48,352,-944,43.95,94.5,1.8,120,60,25
39.49,-32,368,-960,44.25,95.1,0.75,120,37,25
39.51,-32,368,-976,44.7,95.55,2.1,119,48,25
39.54,-32,368,-960,44.1,95.55,2.25,120,56,25
39.56,-32,336,-944,44.85,96.15,1.35,120,71,25
39.58,-32,336,-944,43.65,94.65,1.95,120,86,25
39.81,-48,352,-960,43.35,94.65,1.2,121,52,25
39.83,-48,368,-944,43.65,95.7,1.8,119,52,25
39.86,-48,352,-960,44.55,95.4,1.5,120,48,25
39.88,-48,352,-944,43.8,95.85,2.1,119,30,25
39.91,-48,352,-960,44.25,95.85,1.65,120,45,25
39.93,-32,352,-960,43.8,95.25,1.05,119,60,25
39.98,-64,368,-960,43.8,95.55,1.35,120,56,25
40.00,-32,368,-944,43.95,95.25,1.65,119,41,25
40.03,-32,352,-976,44.55,96.6,1.95,126,48,25
40.05,-32,368,-960,43.95,95.25,1.5,119,45,25
40.08,-32,368,-944,44.1,95.55,1.5,120,37,25
40.10,-48,352,-960,43.65,95.85,1.35,119,30,25
40.15,-48,352,-960,43.5,94.95,1.5,119,41,25
40.17,-48,368,-960,44.1,94.35,1.65,119,41,25
40.20,-32,336,-944,43.8,94.8,1.2,120,41,25
40.22,-32,352,-960,44.7,94.8,1.35,119,45,25
40.24,-48,368,-960,44.1,94.95,1.95,120,33,25
40.29,-48,368,-928,44.25,95.25,1.8,120,30,25
40.32,-64,368,-960,44.1,96.75,1.2,119,26,25
40.34,-32,352,-944,43.5,95.4,0.75,120,33,25
40.37,-64,352,-960,44.55,95.55,1.65,119,18,25
40.40,-48,368,-960,44.7,95.85,1.35,119,33,25
40.42,-16,336,-960,44.25,96,1.2,120,30,25
40.46,-32,352,-976,44.4,95.7,1.5,124,37,25
40.49,-48,352,-976,44.1,95.4,0.6,120,26,25
40.51,-32,368,-960,43.5,96.15,1.65,119,26,25
40.54,-32,384,-960,44.1,95.4,1.65,119,41,25
40.56,-48,352,-944,44.4,95.1,1.65,118,26,25
40.58,-32,352,-960,45,96.15,1.2,119,22,25
40.63,-32,336,-960,43.95,95.4,1.5,119,37,25
40.65,-48,384,-960,43.95,96,2.55,124,37,25
40.68,-48,384,-960,44.55,95.4,1.2,119,37,25
40.70,-48,336,-960,43.95,95.1,1.65,119,52,25
40.73,-32,368,-944,43.8,95.1,2.25,119,41,25
40.75,-48,384,-960,45,95.4,1.05,124,37,25
40.80,-32,336,-960,43.95,95.25,1.8,120,37,25
40.82,-32,352,-960,44.1,95.25,1.8,119,45,25
40.85,-32,368,-960,43.05,96.15,1.05,119,37,25
40.87,-48,368,-960,44.25,96.45,1.5,119,52,25
40.90,-32,352,-960,43.8,95.4,1.65,119,52,25
40.92,-48,352,-960,43.8,95.1,1.35,119,52,25
40.96,-32,352,-944,44.25,95.25,1.65,123,63,25
40.99,-48,368,-960,43.65,94.95,1.35,120,101,25
41.02,-48,368,-944,43.95,94.65,1.05,119,105,25
41.04,-48,352,-944,43.95,94.95,2.55,120,108,25
41.07,-16,352,-960,43.35,94.8,2.4,119,86,25
41.11,-32,352,-976,45.3,94.05,3.45,122,101,25
41.14,-32,368,-944,45.45,93.9,1.95,65,82,25
41.17,-32,384,-960,45.75,94.5,2.25,62,41,25
41.19,-48,368,-960,45,93,2.7,60,101,25
41.22,-32,384,-944,45.45,93.6,3,58,93,25
41.24,-32,352,-944,46.5,93,3,37,86,25
41.28,-32,368,-944,46.5,92.7,3,19,93,25
41.31,-48,368,-960,47.1,92.4,2.7,19,71,25
41.33,-16,352,-960,46.8,93,2.85,19,37,25
41.36,16,368,-688,47.7,92.55,1.8,19,78,25
41.38,-64,512,-1120,48.45,91.65,0.6,15,60,25
41.40,-64,368,-1008,48.6,89.1,-4.2,17,41,25
41.45,64,224,-1168,51.75,85.65,-13.5,17,33,25
41.47,-64,128,-640,52.05,83.25,-15.9,17,86,25
41.50,-192,288,-992,56.1,80.7,-17.1,18,45,25
41.52,-272,240,-1088,59.25,79.5,-16.5,18,37,25
41.55,-64,336,-800,59.85,78.45,-18.15,17,63,25
41.58,176,176,-1200,59.4,78.15,-17.1,15,37,25
41.62,-128,112,-1008,59.85,79.05,-16.5,16,30,25
41.65,-96,272,-928,59.55,79.8,-15.45,23,45,25
41.67,-48,256,-1088,59.4,81.3,-14.25,15,71,25
41.70,-64,48,-768,58.35,80.7,-12.45,15,105,25
41.72,-176,192,-800,59.7,80.85,-13.5,15,97,25
41.77,-48,64,-1136,60.6,80.55,-13.65,16,75,25
41.80,-112,192,-960,59.55,81.9,-12.15,14,82,25
41.83,-96,176,-1056,58.95,83.1,-12,16,78,25
41.85,-96,0,-1152,57.9,83.25,-13.5,15,56,25
41.88,-80,256,-976,57.6,84,-14.4,16,63,25
41.90,-80,160,-1008,57.3,83.4,-11.85,15,86,25
41.94,-144,208,-960,56.7,83.7,-13.05,16,90,25
41.97,32,208,-912,57.6,83.85,-12.15,15,86,25
41.99,-48,176,-768,57.75,83.25,-11.55,16,60,25
42.02,-240,400,-960,58.35,82.5,-10.35,15,41,25
42.05,-128,240,-976,59.55,82.5,-9.45,16,33,25
42.08,-80,336,-944,59.25,83.1,-8.4,16,48,25
42.12,-176,400,-880,59.1,83.4,-6,16,105,25
42.14,-64,304,-944,59.7,84.9,-4.95,16,67,25
42.17,-80,304,-1024,59.55,84.3,-4.5,15,52,25
42.19,-48,304,-992,58.65,83.85,-4.95,15,45,25
42.22,-80,288,-944,59.85,84.45,-6.15,16,48,25
42.26,-48,256,-1024,58.95,82.65,-6.15,16,30,25
42.29,-64,272,-960,59.85,83.7,-7.8,16,52,25
42.32,-144,304,-960,59.55,82.5,-10.2,18,60,25
42.34,-128,288,-944,60,82.05,-10.35,16,52,25
42.37,-96,240,-992,59.1,82.2,-11.25,19,60,25
42.39,-160,304,-896,58.5,81.9,-11.4,18,52,25
42.60,-32,240,-864,61.95,81.15,-7.05,33,41,25
42.62,-80,288,-944,63.3,80.4,-7.05,36,30,25
42.64,-80,240,-992,62.85,80.25,-7.2,34,41,25
42.67,-128,288,-960,62.25,79.5,-8.25,37,41,25
42.69,-80,288,-960,62.7,80.4,-7.2,37,22,25
42.72,-112,288,-976,63.45,80.55,-7.5,36,33,25
42.76,-80,272,-960,63.75,80.7,-7.95,37,37,25
